Time	Open	High	Low	Close	Volume
2011-10-06 00:00:00	76.804	76.834	76.557	76.676	86060	10
2011-10-07 00:00:00	76.674	76.907	76.582	76.714	71164	10
2011-10-09 00:00:00	76.777	76.813	76.718	76.797	5151	37
2011-10-10 00:00:00	76.797	76.849	76.569	76.661	56417	11
2011-10-11 00:00:00	76.661	76.753	76.601	76.701	66946	10
2011-10-12 00:00:00	76.7	77.481	76.31	77.096	102300	10
2011-10-13 00:00:00	77.096	77.225	76.673	76.899	82054	10
2011-10-14 00:00:00	76.899	77.444	76.851	77.201	72046	10
2011-10-16 00:00:00	77.055	77.254	77.036	77.218	5583	61
2011-10-17 00:00:00	77.22	77.447	76.601	76.831	89396	11
2011-10-18 00:00:00	76.832	76.908	76.624	76.772	81749	11
2011-10-19 00:00:00	76.772	76.858	76.657	76.833	61824	11
2011-10-20 00:00:00	76.832	77.085	76.678	76.875	75593	11
2011-10-21 00:00:00	76.874	76.874	75.773	76.25	71891	12
2011-10-23 00:00:00	76.187	76.48	76.144	76.412	6601	37
2011-10-24 00:00:00	76.413	76.434	75.972	76.2	68331	11
2011-10-25 00:00:00	76.202	76.298	75.734	76.118	75853	10
2011-10-26 00:00:00	76.117	76.319	75.711	76.171	75582	12
2011-10-27 00:00:00	76.171	76.276	75.658	75.963	86618	11
2011-10-28 00:00:00	75.966	75.997	75.67	75.797	53655	12
2011-10-30 00:00:00	75.632	75.794	75.611	75.764	4682	19
2011-10-31 00:00:00	75.763	79.526	75.573	78.312	170467	10
2011-11-01 00:00:00	78.312	78.987	78.012	78.307	109045	11
2011-11-02 00:00:00	78.308	78.314	77.94	78.141	80820	12
2011-11-03 00:00:00	78.14	78.158	77.89	78.059	70740	12
2011-11-04 00:00:00	78.059	78.263	77.982	78.228	65840	11
2011-11-06 00:00:00	78.179	78.183	78.118	78.15	2280	19
2011-11-07 00:00:00	78.15	78.18	77.977	78.075	65249	12
2011-11-08 00:00:00	78.077	78.082	77.594	77.704	68328	12
2011-11-09 00:00:00	77.705	77.881	77.539	77.767	80448	11
2011-11-10 00:00:00	77.766	77.869	77.504	77.659	76519	11
2011-11-11 00:00:00	77.655	77.668	77.05	77.125	64956	12
2011-11-13 00:00:00	77.248	77.265	77.085	77.171	3122	26
2011-11-14 00:00:00	77.165	77.241	76.812	77.09	71150	10
2011-11-15 00:00:00	77.091	77.489	76.906	77.082	81632	10
2011-11-16 00:00:00	77.083	77.146	76.851	77.068	76552	11
2011-11-17 00:00:00	77.067	77.078	76.913	76.968	77847	10
2011-11-18 00:00:00	76.963	77.029	76.572	76.832	93039	11
2011-11-20 00:00:00	76.854	76.919	76.847	76.849	4890	50
2011-11-21 00:00:00	76.847	76.99	76.76	76.935	79553	14
2011-11-22 00:00:00	76.932	77.33	76.834	76.975	71815	11
2011-11-23 00:00:00	76.976	77.579	76.924	77.277	53761	9
2011-11-24 00:00:00	77.274	77.277	77.011	77.179	62143	8
2011-11-25 00:00:00	77.179	77.787	77.172	77.714	65199	9
2011-11-27 00:00:00	77.57	77.729	77.453	77.679	7544	18
2011-11-28 00:00:00	77.68	78.236	77.576	78.085	68721	9
2011-11-29 00:00:00	78.085	78.282	77.62	77.969	74639	9
2011-11-30 00:00:00	77.972	78.154	77.29	77.59	84937	8
2011-12-01 00:00:00	77.59	77.808	77.483	77.762	67986	12
2011-12-02 00:00:00	77.761	78.074	77.726	77.965	54665	9
2011-12-04 00:00:00	78.016	78.105	77.878	78.087	6307	28
2011-12-05 00:00:00	78.088	78.095	77.689	77.804	58372	14
2011-12-06 00:00:00	77.805	77.853	77.635	77.749	66060	9
2011-12-07 00:00:00	77.751	77.788	77.624	77.676	61187	6
2011-12-08 00:00:00	77.676	77.798	77.127	77.681	90543	6
2011-12-09 00:00:00	77.68	77.782	77.49	77.592	71717	7
2011-12-11 00:00:00	77.657	77.662	77.543	77.617	1610	33
2011-12-12 00:00:00	77.615	77.998	77.583	77.948	70316	6
2011-12-13 00:00:00	77.95	78.016	77.641	77.965	78363	7
2011-12-14 00:00:00	77.966	78.155	77.922	78.121	80358	6
2011-12-15 00:00:00	78.121	78.125	77.735	77.85	81216	6
2011-12-16 00:00:00	77.849	77.961	77.615	77.761	57654	6
2011-12-18 00:00:00	77.762	77.828	77.719	77.819	1954	61
2011-12-19 00:00:00	77.816	78.162	77.797	78.014	69458	7
2011-12-20 00:00:00	78.016	78.054	77.714	77.854	70272	6
2011-12-21 00:00:00	77.854	78.106	77.684	78.08	79496	6
2011-12-22 00:00:00	78.08	78.207	78.001	78.164	64715	7
2011-12-23 00:00:00	78.165	78.223	78.001	78.07	43156	6
2011-12-25 00:00:00	78.038	78.123	78.028	78.081	966	59
2011-12-26 00:00:00	78.081	78.098	77.867	78.004	18493	21
2011-12-27 00:00:00	78.002	78.024	77.794	77.876	56850	7
2011-12-28 00:00:00	77.876	78.036	77.561	77.941	70627	7
2011-12-29 00:00:00	77.941	77.946	77.581	77.667	69190	7
2011-12-30 00:00:00	77.668	77.738	76.86	76.86	82203	8
2012-01-01 00:00:00	76.935	77.185	76.874	77.031	3938	9
2012-01-02 00:00:00	77.031	77.102	76.846	76.943	12802	15
2012-01-03 00:00:00	76.943	76.96	76.607	76.732	76028	9
2012-01-04 00:00:00	76.732	76.832	76.608	76.72	76942	6
2012-01-05 00:00:00	76.724	77.24	76.655	77.168	93999	7
2012-01-06 00:00:00	77.168	77.334	76.97	76.992	83869	7
2012-01-08 00:00:00	76.846	76.959	76.788	76.938	8029	9
2012-01-09 00:00:00	76.938	77.006	76.769	76.873	54247	8
2012-01-10 00:00:00	76.874	76.903	76.764	76.858	70423	7
2012-01-11 00:00:00	76.858	77.041	76.823	76.87	74444	7
2012-01-12 00:00:00	76.87	76.979	76.668	76.788	84581	7
2012-01-13 00:00:00	76.788	77.004	76.66	76.949	75551	7
2012-01-15 00:00:00	76.975	77.121	76.876	76.926	6493	7
2012-01-16 00:00:00	76.926	76.934	76.693	76.827	53003	7
2012-01-17 00:00:00	76.829	76.876	76.549	76.82	78389	7
2012-01-18 00:00:00	76.817	76.87	76.652	76.788	79664	7
2012-01-19 00:00:00	76.789	77.319	76.698	77.079	85556	7
2012-01-20 00:00:00	77.077	77.304	76.903	76.969	74400	6
2012-01-22 00:00:00	76.974	77.041	76.874	76.973	7941	6
2012-01-23 00:00:00	76.97	77.08	76.86	77.002	57122	7
2012-01-24 00:00:00	77.002	77.852	76.956	77.683	71446	7
2012-01-25 00:00:00	77.684	78.281	77.56	77.776	108263	6
2012-01-26 00:00:00	77.778	77.805	77.285	77.463	77039	6
2012-01-27 00:00:00	77.463	77.464	76.651	76.675	87928	7
2012-01-29 00:00:00	76.65	76.767	76.614	76.743	5894	6
2012-01-30 00:00:00	76.743	76.774	76.21	76.37	87345	8
2012-01-31 00:00:00	76.369	76.415	76.157	76.269	106188	7
2012-02-01 00:00:00	76.271	76.351	76.022	76.194	88388	7
2012-02-02 00:00:00	76.196	76.239	76.043	76.184	73359	6
2012-02-03 00:00:00	76.184	76.736	76.139	76.593	73473	6
2012-02-05 00:00:00	76.591	76.611	76.531	76.565	3670	38
2012-02-06 00:00:00	76.565	76.8	76.493	76.566	65370	6
2012-02-07 00:00:00	76.566	76.966	76.517	76.771	75366	7
2012-02-08 00:00:00	76.771	77.185	76.707	77.067	78553	6
2012-02-09 00:00:00	77.067	77.724	77.041	77.654	88010	7
2012-02-10 00:00:00	77.654	77.805	77.516	77.6	70760	7
2012-02-12 00:00:00	77.558	77.723	77.557	77.707	5034	11
2012-02-13 00:00:00	77.707	77.778	77.362	77.515	69211	8
2012-02-14 00:00:00	77.515	78.541	77.512	78.407	93615	7
2012-02-15 00:00:00	78.407	78.66	78.179	78.494	84004	8
2012-02-16 00:00:00	78.492	78.962	78.362	78.832	76556	7
2012-02-17 00:00:00	78.832	79.607	78.829	79.538	74892	6
2012-02-19 00:00:00	79.578	79.883	79.577	79.783	11691	26
2012-02-20 00:00:00	79.783	79.784	79.36	79.617	67039	7
2012-02-21 00:00:00	79.617	79.859	79.554	79.849	75444	6
2012-02-22 00:00:00	79.847	80.402	79.772	80.269	80237	7
2012-02-23 00:00:00	80.273	80.34	79.854	79.94	73350	6
2012-02-24 00:00:00	79.94	81.208	79.937	81.182	81981	7
2012-02-26 00:00:00	81.254	81.667	81.239	81.48	10984	20
2012-02-27 00:00:00	81.482	81.488	80.131	80.466	107244	7
2012-02-28 00:00:00	80.466	80.783	80.013	80.476	114681	7
2012-02-29 00:00:00	80.476	81.392	80.251	81.28	114936	8
2012-03-01 00:00:00	81.28	81.317	80.837	81.088	96666	8
2012-03-02 00:00:00	81.088	81.868	81.088	81.789	89170	8
2012-03-04 00:00:00	81.764	81.861	81.55	81.618	4730	14
2012-03-05 00:00:00	81.618	81.785	81.154	81.53	85637	8
2012-03-06 00:00:00	81.531	81.569	80.585	80.636	115352	8
2012-03-07 00:00:00	80.638	81.359	80.58	81.356	94636	6
2012-03-08 00:00:00	81.356	81.73	81.176	81.596	92504	7
2012-03-09 00:00:00	81.594	82.639	81.465	82.47	95087	6
2012-03-11 00:00:00	82.487	82.53	82.349	82.354	5603	34
2012-03-12 00:00:00	82.351	82.433	82.112	82.372	74203	6
2012-03-13 00:00:00	82.372	83.08	81.967	82.957	102846	7
2012-03-14 00:00:00	82.957	83.902	82.951	83.833	91900	7
2012-03-15 00:00:00	83.831	84.178	83.194	83.498	102788	7
2012-03-16 00:00:00	83.495	83.941	83.182	83.435	87924	6
2012-03-18 00:00:00	83.379	83.567	83.349	83.458	5059	34
2012-03-19 00:00:00	83.458	83.565	83.019	83.376	82375	6
2012-03-20 00:00:00	83.376	83.829	83.318	83.672	73277	7
2012-03-21 00:00:00	83.667	84.093	83.133	83.195	103789	7
2012-03-22 00:00:00	83.195	83.464	82.324	82.522	138725	7
2012-03-23 00:00:00	82.517	82.949	81.972	82.32	107127	6
2012-03-25 00:00:00	82.401	82.628	82.37	82.597	6414	17
2012-03-26 00:00:00	82.596	83.035	82.555	83.014	102599	7
2012-03-27 00:00:00	83.017	83.385	82.641	83.072	97768	7
2012-03-28 00:00:00	83.069	83.176	82.605	82.837	107398	6
2012-03-29 00:00:00	82.837	82.871	81.904	82.291	110897	8
2012-03-30 00:00:00	82.29	82.879	81.83	82.846	110235	7
2012-04-01 00:00:00	83.021	83.052	82.759	82.881	6842	22
2012-04-02 00:00:00	82.882	83.302	81.551	81.628	120653	8
2012-04-03 00:00:00	81.628	82.991	81.628	82.848	107851	10
2012-04-04 00:00:00	82.848	82.933	82.095	82.435	108014	6
2012-04-05 00:00:00	82.43	82.452	81.826	82.209	92550	6
2012-04-06 00:00:00	82.21	82.553	81.305	81.615	51481	8
2012-04-08 00:00:00	81.476	81.582	81.195	81.291	7817	69
2012-04-09 00:00:00	81.291	81.669	81.229	81.638	73413	9
2012-04-10 00:00:00	81.639	81.862	80.61	80.678	129872	6
2012-04-11 00:00:00	80.678	81.12	80.568	80.999	105430	9
2012-04-12 00:00:00	80.999	81.129	80.734	80.939	96102	8
2012-04-13 00:00:00	80.94	81.195	80.82	80.912	85085	6
2012-04-15 00:00:00	80.844	80.95	80.843	80.918	4914	14
2012-04-16 00:00:00	80.917	80.995	80.293	80.404	105217	7
2012-04-17 00:00:00	80.404	81.107	80.369	81.061	88372	6
2012-04-18 00:00:00	81.061	81.563	81	81.312	105065	6
2012-04-19 00:00:00	81.314	81.734	81.265	81.623	103139	6
2012-04-20 00:00:00	81.624	81.777	81.471	81.498	74465	6
2012-04-22 00:00:00	81.507	81.663	81.487	81.597	3144	17
2012-04-23 00:00:00	81.597	81.597	80.972	81.087	86976	6
2012-04-24 00:00:00	81.089	81.435	80.854	81.397	85235	6
2012-04-25 00:00:00	81.4	81.692	81.07	81.321	106658	7
2012-04-26 00:00:00	81.318	81.422	80.663	81.067	100936	7
2012-04-27 00:00:00	81.067	81.438	80.212	80.251	119455	8
2012-04-29 00:00:00	80.256	80.387	80.246	80.359	3055	20
2012-04-30 00:00:00	80.358	80.369	79.733	79.932	74213	7
2012-05-01 00:00:00	79.932	80.299	79.64	80.222	74505	6
2012-05-02 00:00:00	80.222	80.61	80.053	80.134	89821	7
2012-05-03 00:00:00	80.136	80.549	80.11	80.224	61487	7
2012-05-04 00:00:00	80.223	80.39	79.797	79.839	63150	9
2012-05-06 00:00:00	79.821	79.895	79.639	79.821	10269	57
2012-05-07 00:00:00	79.821	79.997	79.724	79.929	80594	9
2012-05-08 00:00:00	79.928	80.076	79.709	79.879	89500	8
2012-05-09 00:00:00	79.874	79.938	79.428	79.711	102229	8
2012-05-10 00:00:00	79.711	80.015	79.603	79.879	96266	7
2012-05-11 00:00:00	79.878	79.991	79.726	79.918	87486	9
2012-05-13 00:00:00	79.969	80.052	79.885	80.027	5765	32
2012-05-14 00:00:00	80.027	80.182	79.68	79.864	109265	8
2012-05-15 00:00:00	79.869	80.334	79.809	80.309	119580	8
2012-05-16 00:00:00	80.309	80.551	80.193	80.362	132349	8
2012-05-17 00:00:00	80.362	80.373	79.135	79.415	144376	8
2012-05-18 00:00:00	79.414	79.461	78.994	79.002	130359	8
2012-05-20 00:00:00	79.084	79.238	79.083	79.179	6580	90
2012-05-21 00:00:00	79.179	79.445	79.121	79.41	111930	7
2012-05-22 00:00:00	79.412	80.145	79.299	80.008	133576	8
2012-05-23 00:00:00	80.008	80.061	79.212	79.448	157172	8
2012-05-24 00:00:00	79.448	79.685	79.34	79.666	127070	9
2012-05-25 00:00:00	79.666	79.82	79.497	79.673	106772	8
2012-05-27 00:00:00	79.703	79.712	79.542	79.604	7940	29
2012-05-28 00:00:00	79.605	79.627	79.33	79.574	81904	9
2012-05-29 00:00:00	79.573	79.637	79.36	79.524	113879	8
2012-05-30 00:00:00	79.521	79.559	78.865	78.973	143554	8
2012-05-31 00:00:00	78.975	78.991	78.21	78.548	150163	9
2012-06-01 00:00:00	78.549	78.707	77.66	77.986	158210	8
2012-06-03 00:00:00	78.073	78.226	78.051	78.067	8217	26
2012-06-04 00:00:00	78.068	78.428	77.984	78.354	114116	8
2012-06-05 00:00:00	78.354	78.962	78.103	78.74	127448	8
2012-06-06 00:00:00	78.739	79.387	78.608	79.291	156578	8
2012-06-07 00:00:00	79.289	79.79	79.203	79.701	143464	8
2012-06-08 00:00:00	79.703	79.727	79.11	79.449	131664	9
2012-06-10 00:00:00	79.609	79.698	79.391	79.558	12220	27
2012-06-11 00:00:00	79.557	79.72	79.227	79.31	125450	8
2012-06-12 00:00:00	79.31	79.69	79.166	79.561	134022	7
2012-06-13 00:00:00	79.622	79.742	79.295	79.378	100590	7
2012-06-14 00:00:00	79.376	79.474	79.158	79.426	114047	8
2012-06-15 00:00:00	79.425	79.507	78.607	78.647	111610	7
2012-06-17 00:00:00	78.792	79.17	78.792	79.07	11615	35
2012-06-18 00:00:00	79.069	79.304	78.859	79.02	117292	11
2012-06-19 00:00:00	79.02	79.121	78.844	79.059	85484	8
2012-06-20 00:00:00	79.062	79.699	78.791	79.434	106803	8
2012-06-21 00:00:00	79.433	80.331	79.385	80.048	113877	8
2012-06-22 00:00:00	80.05	80.566	80.048	80.407	88782	8
2012-06-24 00:00:00	80.405	80.619	80.386	80.571	4183	49
2012-06-25 00:00:00	80.571	80.571	79.437	79.656	90913	7
2012-06-26 00:00:00	79.657	79.785	79.23	79.463	95797	8
2012-06-27 00:00:00	79.463	79.864	79.352	79.673	81461	7
2012-06-28 00:00:00	79.673	79.688	79.217	79.303	93260	8
2012-06-29 00:00:00	79.302	79.987	79.13	79.782	121676	9
2012-07-01 00:00:00	79.854	79.974	79.813	79.839	7727	15
2012-07-02 00:00:00	79.841	79.859	79.31	79.452	88735	9
2012-07-03 00:00:00	79.452	79.928	79.437	79.85	79179	8
2012-07-04 00:00:00	79.852	79.965	79.591	79.947	56413	8
2012-07-05 00:00:00	79.947	80.092	79.558	79.865	97474	8
2012-07-06 00:00:00	79.865	80.02	79.495	79.632	84525	8
2012-07-08 00:00:00	79.605	79.725	79.423	79.496	7968	29
2012-07-09 00:00:00	79.495	79.768	79.474	79.564	60517	9
2012-07-10 00:00:00	79.563	79.573	79.21	79.353	75617	8
2012-07-11 00:00:00	79.352	79.789	79.13	79.604	83344	8
2012-07-12 00:00:00	79.604	79.944	79.176	79.322	94061	8
2012-07-13 00:00:00	79.32	79.391	79.07	79.159	65722	8
2012-07-15 00:00:00	79.272	79.282	79.116	79.179	4545	14
2012-07-16 00:00:00	79.18	79.199	78.685	78.836	61338	8
2012-07-17 00:00:00	78.836	79.171	78.815	79.08	79507	7
2012-07-18 00:00:00	79.078	79.121	78.75	78.797	69970	8
2012-07-19 00:00:00	78.796	78.797	78.427	78.743	76180	7
2012-07-20 00:00:00	78.743	78.8	78.446	78.453	63955	7
2012-07-22 00:00:00	78.432	78.527	78.374	78.469	6264	46
2012-07-23 00:00:00	78.469	78.47	77.935	78.29	79571	7
2012-07-24 00:00:00	78.288	78.343	78.076	78.118	69509	7
2012-07-25 00:00:00	78.118	78.276	78.068	78.108	70382	8
2012-07-26 00:00:00	78.105	78.35	77.987	78.318	77362	9
2012-07-27 00:00:00	78.317	78.675	78.074	78.431	80973	8
2012-07-29 00:00:00	78.446	78.539	78.424	78.5	4957	12
2012-07-30 00:00:00	78.501	78.529	78.11	78.127	69427	8
2012-07-31 00:00:00	78.127	78.303	78.039	78.127	67291	9
2012-08-01 00:00:00	78.127	78.499	77.905	78.381	70430	9
2012-08-02 00:00:00	78.382	78.537	78.124	78.225	75356	8
2012-08-03 00:00:00	78.224	78.773	78.07	78.452	76750	8
2012-08-05 00:00:00	78.59	78.639	78.492	78.612	6063	30
2012-08-06 00:00:00	78.611	78.613	78.142	78.21	62689	8
2012-08-07 00:00:00	78.21	78.735	78.157	78.607	67617	7
2012-08-08 00:00:00	78.609	78.633	78.234	78.413	71811	8
2012-08-09 00:00:00	78.414	78.789	78.289	78.589	80963	7
2012-08-10 00:00:00	78.587	78.641	78.159	78.266	62492	7
2012-08-12 00:00:00	78.201	78.295	78.196	78.255	3206	8
2012-08-13 00:00:00	78.254	78.373	78.162	78.339	51963	8
2012-08-14 00:00:00	78.337	78.933	78.321	78.831	68693	7
2012-08-15 00:00:00	78.828	79.049	78.592	79.004	67389	8
2012-08-16 00:00:00	79.005	79.404	78.994	79.263	76953	7
2012-08-17 00:00:00	79.263	79.573	79.23	79.545	60075	8
2012-08-19 00:00:00	79.545	79.57	79.42	79.524	5172	28
2012-08-20 00:00:00	79.524	79.657	79.318	79.344	59546	7
2012-08-21 00:00:00	79.342	79.524	79.194	79.249	70239	8
2012-08-22 00:00:00	79.25	79.373	78.283	78.543	81312	9
2012-08-23 00:00:00	78.543	78.694	78.359	78.587	73710	8
2012-08-24 00:00:00	78.588	78.721	78.454	78.655	60795	8
2012-08-26 00:00:00	78.694	78.779	78.61	78.747	4827	30
2012-08-27 00:00:00	78.749	78.839	78.65	78.758	38452	8
2012-08-28 00:00:00	78.757	78.767	78.455	78.57	65145	8
2012-08-29 00:00:00	78.57	78.787	78.481	78.728	55449	8
2012-08-30 00:00:00	78.727	78.731	78.495	78.536	54958	8
2012-08-31 00:00:00	78.536	78.609	78.188	78.379	72671	6
2012-09-02 00:00:00	78.335	78.348	78.272	78.301	3166	23
2012-09-03 00:00:00	78.301	78.4	78.191	78.338	45194	7
2012-09-04 00:00:00	78.338	78.481	78.285	78.477	65543	8
2012-09-05 00:00:00	78.477	78.533	78.3	78.421	61849	8
2012-09-06 00:00:00	78.422	79.033	78.37	78.889	80006	7
2012-09-07 00:00:00	78.889	79.021	78.013	78.224	85856	8
2012-09-09 00:00:00	78.232	78.283	78.194	78.231	3539	8
2012-09-10 00:00:00	78.233	78.328	78.181	78.235	55506	7
2012-09-11 00:00:00	78.234	78.249	77.7	77.763	77052	7
2012-09-12 00:00:00	77.761	77.963	77.74	77.823	89785	7
2012-09-13 00:00:00	77.821	77.822	77.16	77.651	91535	7
2012-09-14 00:00:00	77.65	78.39	77.515	78.38	104955	8
2012-09-16 00:00:00	78.33	78.473	78.31	78.337	5427	16
2012-09-17 00:00:00	78.339	78.924	78.164	78.672	74430	10
2012-09-18 00:00:00	78.677	78.873	78.485	78.764	83608	7
2012-09-19 00:00:00	78.766	79.215	78.256	78.391	123493	8
2012-09-20 00:00:00	78.392	78.457	78.018	78.209	93532	9
2012-09-21 00:00:00	78.21	78.367	78.077	78.156	72113	8
2012-09-23 00:00:00	78.136	78.185	78.083	78.124	3583	35
2012-09-24 00:00:00	78.125	78.149	77.793	77.871	56348	8
2012-09-25 00:00:00	77.874	77.928	77.657	77.741	62680	7
2012-09-26 00:00:00	77.739	77.902	77.588	77.689	61543	7
2012-09-27 00:00:00	77.688	77.754	77.549	77.615	55165	7
2012-09-28 00:00:00	77.617	78.105	77.434	77.921	81058	7
2012-09-30 00:00:00	77.97	77.994	77.905	77.958	4580	12
2012-10-01 00:00:00	77.959	78.148	77.789	78.044	67508	7
2012-10-02 00:00:00	78.044	78.248	77.972	78.217	61940	8
2012-10-03 00:00:00	78.215	78.582	78.118	78.442	71292	8
2012-10-04 00:00:00	78.44	78.715	78.287	78.513	73167	8
2012-10-05 00:00:00	78.513	78.871	78.274	78.648	75071	7
2012-10-07 00:00:00	78.64	78.758	78.624	78.709	3476	37
2012-10-08 00:00:00	78.707	78.708	78.078	78.293	50994	8
2012-10-09 00:00:00	78.292	78.433	78.151	78.238	64711	7
2012-10-10 00:00:00	78.235	78.369	78.023	78.077	65320	8
2012-10-11 00:00:00	78.077	78.586	77.945	78.412	78910	8
2012-10-12 00:00:00	78.415	78.533	78.283	78.446	60261	8
2012-10-14 00:00:00	78.436	78.484	78.392	78.472	3999	24
2012-10-15 00:00:00	78.472	78.858	78.328	78.791	76090	8
2012-10-16 00:00:00	78.789	78.962	78.72	78.855	87081	7
2012-10-17 00:00:00	78.854	79.134	78.61	79.059	89149	8
2012-10-18 00:00:00	79.068	79.46	78.99	79.317	93508	8
2012-10-19 00:00:00	79.318	79.427	79.138	79.312	63680	8
2012-10-21 00:00:00	79.268	79.286	79.205	79.258	3644	7
2012-10-22 00:00:00	79.258	80.007	79.214	79.984	82195	8
2012-10-23 00:00:00	79.986	79.988	79.71	79.82	86579	8
2012-10-24 00:00:00	79.821	79.924	79.688	79.85	79287	7
2012-10-25 00:00:00	79.856	80.375	79.827	80.219	93192	8
2012-10-26 00:00:00	80.221	80.275	79.492	79.622	91184	8
2012-10-28 00:00:00	79.582	79.745	79.577	79.646	3957	8
2012-10-29 00:00:00	79.646	79.841	79.525	79.773	58963	8
2012-10-30 00:00:00	79.775	80.124	79.274	79.674	78276	7
2012-10-31 00:00:00	79.674	79.959	79.493	79.86	77920	8
2012-11-01 00:00:00	79.859	80.224	79.846	80.217	73598	8
2012-11-02 00:00:00	80.217	80.67	80.191	80.392	73701	8
2012-11-04 00:00:00	80.43	80.532	80.425	80.507	3907	19
2012-11-05 00:00:00	80.505	80.56	80.132	80.161	63049	8
2012-11-06 00:00:00	80.161	80.44	79.958	80.283	62938	8
2012-11-07 00:00:00	80.282	80.401	79.754	79.98	115494	8
2012-11-08 00:00:00	79.981	79.999	79.319	79.485	88207	8
2012-11-09 00:00:00	79.485	79.607	79.074	79.479	104811	8
2012-11-11 00:00:00	79.424	79.489	79.399	79.463	3318	26
2012-11-12 00:00:00	79.461	79.617	79.352	79.606	49023	7
2012-11-13 00:00:00	79.604	79.638	79.208	79.459	76067	8
2012-11-14 00:00:00	79.462	80.305	79.392	80.2	91000	7
2012-11-15 00:00:00	80.2	81.458	80.121	81.125	109802	8
2012-11-16 00:00:00	81.125	81.437	80.893	81.299	92987	7
2012-11-18 00:00:00	81.382	81.559	81.317	81.553	5866	13
2012-11-19 00:00:00	81.553	81.582	81.085	81.362	76881	10
2012-11-20 00:00:00	81.361	81.771	81.135	81.735	89262	8
2012-11-21 00:00:00	81.736	82.589	81.707	82.573	98401	8
2012-11-22 00:00:00	82.571	82.834	82.256	82.364	75986	7
2012-11-23 00:00:00	82.364	82.484	82.057	82.382	66734	9
2012-11-25 00:00:00	82.339	82.574	82.324	82.559	4808	10
2012-11-26 00:00:00	82.56	82.619	81.856	81.874	82736	7
2012-11-27 00:00:00	81.873	82.313	81.872	82.088	75598	8
2012-11-28 00:00:00	82.088	82.21	81.685	82.155	92360	7
2012-11-29 00:00:00	82.155	82.212	81.91	82.142	79287	8
2012-11-30 00:00:00	82.14	82.746	82.044	82.468	90687	7
2012-12-02 00:00:00	82.386	82.499	82.357	82.474	4226	8
2012-12-03 00:00:00	82.472	82.472	81.993	82.145	70240	9
2012-12-04 00:00:00	82.148	82.188	81.717	81.835	72893	8
2012-12-05 00:00:00	81.833	82.478	81.792	82.436	86496	8
2012-12-06 00:00:00	82.435	82.614	82.198	82.447	71563	7
2012-12-07 00:00:00	82.445	82.824	82.174	82.486	74119	9
2012-12-09 00:00:00	82.517	82.635	82.5	82.562	6096	9
2012-12-10 00:00:00	82.562	82.589	82.114	82.359	59701	8
2012-12-11 00:00:00	82.361	82.572	82.303	82.528	57778	9
2012-12-12 00:00:00	82.528	83.292	82.499	83.22	95175	8
2012-12-13 00:00:00	83.22	83.674	83.187	83.67	102849	8
2012-12-14 00:00:00	83.669	83.959	83.315	83.492	102756	8
2012-12-16 00:00:00	84.322	84.326	83.981	84.148	15533	20
2012-12-17 00:00:00	84.153	84.159	83.611	83.92	94078	9
2012-12-18 00:00:00	83.92	84.36	83.82	84.357	92406	8
2012-12-19 00:00:00	84.356	84.614	83.93	84.232	108965	7
2012-12-20 00:00:00	84.233	84.451	83.857	84.427	108453	7
2012-12-21 00:00:00	84.428	84.437	83.855	84.242	114325	7
2012-12-23 00:00:00	84.361	84.463	84.321	84.416	4193	22
2012-12-24 00:00:00	84.415	84.945	84.322	84.818	47863	9
2012-12-25 00:00:00	84.819	85.056	84.654	85.023	24774	13
2012-12-26 00:00:00	85.025	85.724	85.018	85.687	89634	10
2012-12-27 00:00:00	85.688	86.628	85.59	86.491	119702	9
2012-12-28 00:00:00	86.495	86.548	85.863	85.909	97072	11
2012-12-30 00:00:00	85.776	86	85.654	85.968	5101	46
2012-12-31 00:00:00	85.968	86.782	85.868	86.688	76012	9
2013-01-01 00:00:00	86.666	86.84	86.576	86.608	6002	52
2013-01-02 00:00:00	86.609	87.352	86.535	87.276	125089	10
2013-01-03 00:00:00	87.273	87.77	86.767	87.714	115143	9
2013-01-04 00:00:00	87.714	88.407	87.558	88.147	143252	9
2013-01-06 00:00:00	88.113	88.367	88.113	88.21	7381	16
2013-01-07 00:00:00	88.211	88.226	87.231	87.265	129776	8
2013-01-08 00:00:00	87.263	87.803	86.821	86.916	131279	9
2013-01-09 00:00:00	86.921	88.186	86.902	88.117	136159	9
2013-01-10 00:00:00	88.116	89.347	87.978	89.301	153021	9
2013-01-11 00:00:00	89.3	89.444	88.74	89.177	146627	10
2013-01-13 00:00:00	89.287	89.664	89.238	89.497	11329	17
2013-01-14 00:00:00	89.495	89.641	89.082	89.449	125708	12
2013-01-15 00:00:00	89.45	89.627	88.287	88.757	193325	8
2013-01-16 00:00:00	88.757	88.776	87.793	88.666	191540	8
2013-01-17 00:00:00	88.671	90.128	88.132	89.818	212346	7
2013-01-18 00:00:00	89.815	90.2	89.632	90.084	154096	8
2013-01-20 00:00:00	90.093	90.245	90.081	90.181	6982	16
2013-01-21 00:00:00	90.181	90.181	89.336	89.627	130223	8
2013-01-22 00:00:00	89.627	90.114	88.363	88.519	207120	8
2013-01-23 00:00:00	88.525	88.773	88.058	88.579	153502	10
2013-01-24 00:00:00	88.576	90.685	88.413	90.543	170094	9
2013-01-25 00:00:00	90.542	91.192	90.284	90.858	152427	9
2013-01-27 00:00:00	91.043	91.253	91.007	91.184	7615	11
