ts,middle_bid_price,largest_bid_price,largest_bid_size,largest_bid_size_price,largest_bid_size_value,top_5_bid_size_sum,middle_ask_price,largest_ask_price,largest_ask_size,largest_ask_size_price,largest_ask_size_value,top_5_ask_size_sum,ts_diff
1738028715000,3153.325718924536,3154.79,36.24,3152.74,88.98,255.93,3156.856644714905,3159.78,0.04,3157.83,119.08,259.81,1.0
1738028720000,3152.250142737547,3153.63,9.53,3152.0,40.24,137.71,3156.63773262686,3160.47,0.0,3156.98,79.26,190.55,1.0
1738028725000,3152.1289340034095,3154.79,27.6,3151.51,306.6,391.31,3156.2938412863837,3160.73,0.0,3156.2,24.94,87.44,1.0
1738028730000,3153.419032911082,3155.49,20.61,3153.02,111.27,231.32999999999998,3156.799352684475,3161.35,0.0,3156.16,35.94,106.87,1.0
1738028735000,3154.309985465556,3156.13,24.43,3153.83,79.22,194.25,3158.4716315736955,3162.12,0.0,3158.9,108.01,266.15000000000003,1.0
1738028740000,3154.191580306699,3155.43,4.65,3154.11,79.21,163.13,3157.690649244589,3160.52,0.56,3157.57,30.94,88.3,1.0
1738028745000,3152.1377266532418,3155.86,1.35,3151.51,321.15,454.15,3159.3555157314777,3162.73,0.0,3161.43,101.57,226.16,1.0
1738028750000,3155.260843841898,3156.72,0.05,3154.64,82.43,173.68,3158.64791557642,3162.74,30.59,3159.75,82.39,230.64000000000001,1.0
1738028755000,3155.2498352690213,3156.96,0.0,3154.4,106.86,228.97,3157.9963366115335,3160.89,0.0,3157.01,90.98,317.39,2.0
1738028760000,3154.1890827261036,3157.0,11.76,3152.68,120.5,246.84,3158.708818443804,3162.91,0.02,3159.68,106.95,290.90999999999997,2.0
1738028765000,3153.46174053951,3155.25,4.15,3153.11,79.23,193.11,3157.380375716828,3161.64,0.65,3158.17,92.23,215.67000000000002,1.0
1738028770000,3154.167461638752,3156.0,3.45,3153.83,79.37,149.45000000000002,3157.9353472458833,3160.13,3.15,3158.92,87.52,194.15,1.0
1738028775000,3153.4588356661984,3155.08,0.03,3152.9,80.74,147.06,3157.5219134386302,3161.35,13.63,3157.96,79.24,170.95,1.0
1738028780000,3153.869732358003,3155.54,2.15,3153.74,88.03,159.55,3158.040092457775,3162.05,5.68,3158.82,79.98,166.56,1.0
1738028785000,3154.5985079775764,3156.93,3.02,3154.4,81.0,214.69,3158.493066233489,3162.87,6.71,3159.46,79.39,171.41,1.0
1738028790000,3154.5122784049586,3156.95,24.64,3154.52,79.2,199.05,3159.0618784849066,3160.64,18.93,3159.15,307.08,453.49,1.0
1738028795000,3156.037559831629,3157.82,19.66,3155.25,79.18,170.37,3159.541243145877,3163.76,0.0,3160.32,133.83,233.36,2.0
1738028800000,3155.8453885658914,3158.55,23.67,3155.84,119.88,269.16,3159.842760598988,3164.31,3.8,3160.9,80.75,224.95,1.0
1738028805000,3156.234006722829,3157.36,9.5,3157.07,35.88,133.79,3159.4240014067445,3163.73,0.96,3160.53,79.69,174.96,1.0
1738028810000,3155.084056287544,3156.94,0.04,3154.59,85.78,231.19,3158.630647440486,3162.95,0.0,3159.68,94.25,198.12,1.0
1738028815000,3154.5329608164293,3156.94,4.53,3154.41,90.63,178.59,3159.0034545757626,3162.84,0.0,3159.47,79.2,223.95,1.0
1738028820000,3154.599389399293,3155.67,28.28,3154.06,125.39,239.31,3157.573140836149,3158.08,36.72,3158.08,36.72,117.36,1.0
1738028825000,3155.0062242571626,3156.54,0.0,3154.61,79.2,177.24,3158.009679329943,3163.0,0.53,3157.48,21.81,92.99,1.0
1738028830000,3153.961036207493,3156.32,2.46,3153.7,79.53,165.65,3158.1652403338767,3162.39,4.49,3158.79,80.11,180.12,1.0
1738028835000,3152.0601468164796,3153.13,12.25,3152.26,79.25,127.03,3157.0908550297636,3160.9,1.59,3157.32,80.64,214.94,2.0
1738028840000,3152.457299165853,3155.21,0.89,3152.62,86.91,203.51,3156.93148156024,3159.61,1.59,3157.7,88.32,239.98999999999998,1.0
1738028845000,3153.590085132259,3154.51,3.79,3153.61,26.96,57.18,3156.1980637756374,3160.71,0.04,3157.52,82.49,267.86,1.0
1738028850000,3153.3099095463003,3155.1,5.27,3152.68,84.41,203.82999999999998,3156.7755276398548,3161.06,0.01,3157.78,101.52,174.49,1.0
1738028855000,3153.388973578744,3154.88,5.52,3152.58,81.1,169.34,3156.7821228598727,3158.58,6.28,3157.65,79.24,229.46,1.0
1738028860000,3153.3191318267423,3154.83,32.68,3152.47,79.27,189.26,3156.768882924134,3158.9,0.74,3157.53,87.19,202.57,1.0
1738028865000,3153.9673103700993,3155.71,4.17,3153.21,82.38,155.39,3158.2355560549313,3161.87,3.31,3158.28,80.52,136.51,1.0
1738028870000,3155.3512186457565,3157.06,28.99,3156.48,31.89,111.44,3158.8688083846578,3163.0,0.0,3159.65,85.54,176.71,1.0
1738028875000,3155.4081761802304,3156.79,9.51,3154.84,83.97,149.26,3159.1341679420466,3162.98,0.0,3159.52,41.63,89.08,1.0
1738028880000,3156.7891508077764,3158.06,15.84,3157.11,33.46,144.99,3159.728137916651,3163.97,0.02,3160.48,127.5,266.65000000000003,2.0
1738028885000,3154.974439851244,3157.39,0.03,3154.62,306.53,526.36,3159.8404581664345,3163.98,0.0,3160.7,79.17,164.13,1.0
1738028890000,3156.3572460514292,3158.48,23.83,3155.87,84.22,221.56,3160.0242479959475,3162.15,2.02,3160.94,83.89,214.23000000000002,1.0
1738028895000,3155.8982142112072,3159.02,13.31,3154.72,116.91,193.35999999999999,3160.3770943388545,3164.05,0.0,3160.67,311.68,406.48,1.0
1738028900000,3156.733767781622,3158.05,7.7,3156.65,93.44,217.03,3161.16,3164.92,7.51,3161.72,98.53,171.57,1.0
1738028905000,3156.675842153404,3159.14,2.35,3156.73,81.04,163.44,3160.830054546446,3164.95,0.0,3159.62,26.59,106.98,2.0
1738028910000,3157.034994406246,3159.6,2.27,3158.92,94.65,294.68,3161.1063659473302,3165.29,36.91,3161.61,79.13,247.78,2.0
1738028915000,3156.8812925415177,3159.6,25.32,3156.95,79.13,177.26,3161.295680045117,3165.41,12.6,3162.01,81.07,218.25,1.0
1738028920000,3157.5225211951606,3159.85,2.35,3158.76,23.94,84.85,3162.603988071745,3166.19,0.0,3162.69,80.0,169.03,1.0
1738028925000,3158.9000928123187,3161.6,19.19,3158.97,79.08,149.65,3163.6337777295826,3167.3,0.32,3164.04,91.96,194.91,2.0
1738028930000,3161.579204123244,3162.72,1.01,3162.6,100.4,266.2,3166.085655700159,3168.67,1.64,3168.6,122.35,213.95,2.0
1738028935000,3162.477182499015,3164.31,1.27,3162.7,24.09,102.38,3165.6254680938046,3170.27,1.91,3165.06,23.33,100.43,1.0
1738028940000,3161.444772192567,3163.4,1.43,3160.76,82.29,185.19,3165.683097170741,3169.07,0.06,3165.86,82.22,168.72,1.0
1738028945000,3160.4507474440666,3162.71,2.24,3160.28,79.2,232.99,3164.5192792885523,3168.62,0.2,3165.44,124.35,259.58,1.0
1738028950000,3160.2347089146633,3161.16,13.74,3160.3,79.05,156.47,3164.561884301488,3168.05,0.48,3164.5,27.72,41.16,1.0
1738028955000,3161.017899929718,3162.83,35.49,3160.38,79.06,219.46,3164.639965361446,3167.39,0.69,3165.48,90.19,184.26999999999998,2.0
1738028960000,3160.871270116688,3163.3,8.47,3160.6,82.28,156.76,3164.7463065418847,3169.02,4.57,3165.67,79.05,190.20000000000002,2.0
1738028965000,3162.148267721786,3163.72,16.04,3161.02,97.7,241.44,3165.123716548334,3169.4,0.0,3166.1,82.64,238.79,2.0
1738028970000,3162.572463965444,3164.58,17.39,3161.97,96.01,168.45000000000002,3166.5192075758005,3170.27,1.91,3167.05,118.9,224.36,2.0
1738028975000,3162.900473173956,3164.41,12.18,3162.44,79.0,137.48,3166.3094555811153,3170.8,4.23,3166.03,25.76,72.24000000000001,1.0
1738028980000,3164.6589887261516,3165.67,4.61,3165.44,47.53,127.04,3167.100111219354,3171.7,0.0,3166.54,24.36,75.58,2.0
1738028985000,3162.707063609945,3164.31,28.35,3162.58,79.15,204.61,3167.187060116682,3171.07,0.0,3167.68,124.5,285.25,1.0
1738028990000,3162.863936287218,3164.87,0.82,3163.04,107.73,197.57,3168.502648722065,3170.87,6.74,3169.89,117.42,286.6,1.0
1738028995000,3163.2100939825646,3165.97,5.75,3163.21,100.84,159.02,3167.62772934458,3171.7,0.0,3168.34,79.1,160.67,1.0
1738029000000,3163.2484637256593,3165.29,0.01,3162.95,86.47,177.39,3167.4259537473718,3171.64,0.97,3168.04,82.08,149.06,1.0
1738029005000,3165.156574859679,3166.65,6.19,3164.88,13.65,51.76,3168.4599771654744,3172.61,0.0,3169.14,47.87,103.66,1.0
1738029010000,3164.708665067466,3166.88,12.82,3164.0,39.93,105.52,3167.6187166769996,3168.07,0.15,3168.0,37.72,80.33,1.0
1738029015000,3165.466602238047,3167.69,3.73,3164.88,83.56,121.95,3169.0338680781756,3173.54,0.0,3169.97,78.94,201.91,1.0
1738029020000,3164.5061429562447,3167.12,3.75,3164.29,87.86,242.66,3168.3256824047367,3172.91,0.0,3169.37,80.72,240.61,1.0
1738029025000,3165.8933140758263,3167.65,7.18,3164.8,123.81,237.62,3169.522746716472,3173.49,0.01,3169.31,160.95,527.45,2.0
1738029030000,3165.378016740855,3167.49,14.45,3164.84,82.66,139.01999999999998,3169.3361673978134,3173.38,0.62,3169.92,175.77,242.84,1.0
1738029035000,3166.4833987286283,3168.11,0.39,3167.84,21.15,59.839999999999996,3170.050056610665,3174.4,0.01,3169.76,29.77,83.94,1.0
1738029040000,3167.927293435908,3169.68,27.9,3166.81,78.89,167.44,3171.061169087597,3173.64,11.17,3171.92,82.54,309.3,1.0
1738029045000,3168.3130850521097,3170.17,16.68,3169.25,22.5,78.95,3171.8386148409895,3175.91,0.24,3172.48,86.79,258.88,2.0
1738029050000,3166.712090641039,3169.9,1.44,3165.2,88.46,273.24,3172.1841877857173,3175.7,0.0,3174.79,85.05,250.14,1.0
1738029055000,3166.6161211644376,3168.6,3.1,3165.65,21.67,50.84,3170.1496541189313,3175.09,0.0,3170.08,48.05,89.42999999999999,1.0
1738029060000,3166.4909675559948,3168.75,2.47,3166.51,79.07,193.88,3171.0626716526435,3173.82,0.74,3171.52,88.55,227.01,1.0
1738029065000,3164.818977740115,3166.13,89.53,3164.64,350.66,481.71000000000004,3171.142462632257,3174.71,0.0,3171.21,78.9,162.55,1.0
1738029070000,3165.8828447237042,3168.1,1.43,3165.32,90.03,175.63,3169.7508854604707,3174.02,3.27,3170.42,78.93,256.06,1.0
1738029075000,3165.352885082913,3167.96,2.86,3165.47,78.91,188.59,3169.312000164589,3174.12,0.0,3169.13,67.63,158.63,1.0
1738029080000,3165.814535677706,3166.88,12.7,3165.33,81.15,165.45,3170.077464667849,3173.88,3.24,3170.45,78.94,246.62,1.0
1738029085000,3166.459912125121,3167.75,32.49,3165.29,79.43,208.07,3169.435755783951,3173.8,0.01,3170.08,107.47,294.22,1.0
1738029090000,3165.166068744983,3167.63,5.98,3164.64,335.96,508.79999999999995,3169.8170575680206,3173.72,6.22,3170.08,107.47,309.21,2.0
1738029095000,3165.3036891051893,3167.19,13.84,3165.08,78.94,139.64,3169.482177357947,3170.24,46.37,3170.08,140.99,362.87,1.0
1738029100000,3167.0324024001216,3168.16,4.49,3166.79,27.4,80.39999999999999,3168.736878125188,3173.28,0.03,3168.3,38.67,113.09,1.0
1738029105000,3165.8254349142276,3168.0,0.14,3165.28,97.08,164.64,3169.443882576615,3174.02,0.0,3170.35,78.93,230.87,2.0
1738029110000,3167.1234156296264,3168.88,37.98,3166.53,79.23,201.55,3171.007314541988,3173.32,0.21,3171.36,91.83,296.27000000000004,1.0
1738029115000,3164.3242879278123,3167.3,1.84,3163.14,123.44,219.1,3170.477341645885,3174.49,0.0,3169.55,9.11,19.71,1.0
1738029120000,3166.805209105347,3168.73,18.26,3166.57,41.66,115.76,3171.66444584948,3174.52,7.5,3172.66,146.1,225.26999999999998,2.0
1738029125000,3167.356114231768,3168.73,31.07,3168.73,31.07,118.86,3170.395403753259,3174.64,1.17,3171.2,66.66,181.10999999999999,1.0
1738029130000,3167.5134889263495,3169.35,15.27,3166.65,78.88,202.67000000000002,3171.038785942492,3175.07,0.0,3171.73,82.14,309.57,1.0
1738029135000,3167.2269308237064,3169.47,16.67,3166.55,84.56,215.5,3171.3883285949087,3175.15,3.34,3173.46,85.7,258.38,1.0
1738029140000,3167.507884249753,3168.97,0.03,3167.12,80.27,128.04,3171.5093260085273,3175.36,3.2,3172.16,82.64,272.09000000000003,1.0
1738029145000,3167.541895839271,3169.59,0.03,3167.51,83.35,125.63,3170.8358636995827,3175.86,0.02,3170.51,25.84,65.5,1.0
1738029150000,3169.709471173787,3170.51,6.97,3169.75,26.5,48.22,3172.5469917540076,3174.15,0.01,3173.44,69.97,170.53,1.0
1738029155000,3168.848713639663,3170.83,0.0,3168.5,81.96,149.29,3173.017912625126,3176.83,0.04,3173.59,85.95,280.19,1.0
1738029160000,3169.257056598175,3171.06,4.15,3166.56,15.8,73.29,3172.4172127489123,3176.93,0.0,3172.24,26.48,102.2,1.0
1738029165000,3169.255180654261,3171.41,28.2,3168.91,78.98,197.91,3172.810121711818,3176.47,3.58,3174.02,95.23,297.18,1.0
1738029170000,3168.902656010972,3171.83,58.49,3167.81,305.17,490.99,3173.5101680539788,3177.45,0.0,3174.49,85.06,233.72,0.0
1738029175000,3170.673177890641,3171.77,1.38,3171.73,41.48,131.60999999999999,3173.7939944057043,3177.19,0.76,3174.7,78.81,282.09000000000003,1.0
1738029180000,3169.3971598658673,3171.89,26.09,3169.13,78.82,241.57,3173.6011493329656,3177.54,0.0,3175.39,133.84,385.02,2.0
1738029185000,3170.3267996268823,3171.7,37.48,3171.0,63.46,166.06,3173.0143948634345,3177.3,4.56,3174.01,78.84,253.88,1.0
1738029190000,3169.4484926339765,3171.36,0.01,3168.55,82.36,200.84,3172.6609185772636,3175.09,14.31,3173.63,79.06,177.89000000000001,1.0
1738029195000,3169.4722471080477,3171.38,28.01,3168.66,88.89,184.74,3173.1118091471194,3177.08,0.0,3173.74,83.29,210.84,1.0
1738029200000,3168.883286601828,3170.89,0.02,3168.57,89.96,171.51,3172.7511125210526,3177.05,0.0,3173.7,80.25,231.25,1.0
1738029205000,3168.997672869226,3171.38,6.93,3168.51,78.84,215.97,3172.4984162411165,3177.03,0.0,3173.61,78.84,193.42000000000002,1.0
1738029210000,3170.1526033519553,3171.38,9.23,3171.38,9.23,17.9,3172.2136342129206,3177.05,0.0,3171.39,44.94,106.71,1.0
1738029215000,3169.131916690941,3171.38,6.15,3167.98,39.82,131.66,3174.2446425663106,3177.15,0.03,3173.72,93.03,238.78,1.0
1738029220000,3168.8541064893566,3170.9,4.22,3167.98,39.83,122.67,3172.2008973804786,3177.25,0.33,3172.16,26.47,106.85,1.0
1738029225000,3169.4819628107575,3171.11,21.27,3168.45,79.16,162.79,3172.580123241224,3176.83,0.0,3173.53,81.68,293.34000000000003,1.0
1738029230000,3169.779359247427,3170.57,1.27,3170.22,14.85,50.95,3173.2931163385683,3176.92,0.0,3173.93,78.85,126.92999999999999,1.0
1738029235000,3169.5364224451223,3171.7,34.09,3169.09,81.03,192.67000000000002,3172.931220438515,3176.82,0.61,3174.17,79.34,220.29,1.0
1738029240000,3169.136389850512,3170.91,0.0,3170.08,36.32,137.98,3172.296763860054,3176.57,0.0,3173.03,91.01,374.14,3.0
1738029245000,3168.986273746853,3170.52,22.32,3169.23,27.67,97.25,3172.684871817578,3176.37,0.0,3172.93,79.02,183.85999999999999,1.0
1738029250000,3169.216676368454,3170.68,46.86,3168.15,78.86,205.68,3171.796369471118,3176.48,0.06,3171.06,300.44,612.72,1.0
1738029255000,3170.499903883723,3171.6,125.36,3171.6,125.36,256.23,3173.4040522790456,3177.3,0.0,3174.22,89.95,281.2,1.0
1738029260000,3168.6652496364513,3171.33,3.99,3168.7,78.84,171.5,3173.865035813953,3176.89,4.77,3173.83,83.39,170.82999999999998,1.0
1738029265000,3168.366209109987,3170.04,10.59,3166.93,25.59,81.00999999999999,3173.479018975849,3175.79,3.81,3173.77,78.85,214.8,0.0
1738029270000,3169.8530112752724,3171.95,32.47,3171.95,32.47,86.49,3173.867426716007,3175.69,0.55,3174.57,79.47,225.82999999999998,1.0
1738029275000,3169.9284498011043,3171.68,0.01,3169.57,78.82,132.89,3173.7366414673443,3174.7,78.82,3174.7,78.82,180.91,1.0
1738029280000,3169.350133662348,3171.14,1.93,3167.84,29.74,80.44,3175.287160243408,3177.77,27.96,3177.77,27.96,72.45,1.0
1738029285000,3169.200995358432,3171.79,11.3,3170.98,28.07,70.31,3173.44768113106,3177.77,0.0,3173.6,47.6,158.49,0.0
1738029290000,3169.8143323619024,3170.94,26.55,3169.54,79.46,141.01999999999998,3174.035142524723,3174.62,79.14,3174.62,79.14,122.44,1.0
1738029295000,3170.8519090327445,3172.56,55.39,3170.06,79.61,220.43,3174.8187726711226,3178.13,5.6,3175.49,312.79,631.12,3.0
1738029300000,3171.133465183918,3172.56,41.92,3170.14,78.8,178.1,3174.9486188264505,3178.14,0.0,3176.12,124.1,327.74,1.0
1738029305000,3170.9627490684447,3172.56,30.13,3170.34,78.8,151.29,3175.1593962106226,3178.43,34.86,3175.43,78.86,176.76,1.0
1738029310000,3171.0126228946615,3172.78,22.59,3170.32,81.96,158.12,3174.449920538884,3178.62,0.0,3175.37,47.79,147.06,1.0
1738029315000,3171.2306642657063,3172.63,32.38,3170.21,86.3,167.79,3175.1050254632905,3178.45,26.63,3175.32,87.71,233.51999999999998,1.0
1738029320000,3170.6650094014417,3172.2,3.87,3168.97,21.55,55.18,3174.1207613017227,3176.93,4.82,3173.6,25.82,65.78,1.0
1738029325000,3170.1601475297343,3171.61,1.58,3171.43,16.4,65.65,3173.982883610358,3178.18,0.0,3172.49,82.73,286.16,1.0
1738029330000,3170.848505946143,3172.76,0.0,3170.09,92.48,167.98000000000002,3173.8322808004264,3178.39,0.0,3175.18,78.8,221.23,2.0
1738029335000,3171.7638836703413,3173.17,45.08,3170.66,78.8,204.75,3175.1531499328403,3178.98,3.16,3176.1,308.46,547.52,3.0
1738029340000,3171.5080134115674,3173.18,0.0,3170.94,78.79,138.99,3175.855288604774,3179.23,0.0,3176.1,308.46,588.25,1.0
1738029345000,3171.893708633295,3173.51,32.57,3171.09,80.37,188.62,3175.1688630910025,3179.2,0.32,3176.18,78.8,268.0,1.0
1738029350000,3172.8333444603404,3174.28,47.55,3172.05,91.77,178.19,3177.0663831500606,3180.14,0.01,3177.75,82.65,270.15,1.0
1738029355000,3173.5631124832335,3175.36,2.15,3172.75,93.39,167.53,3176.962000458725,3181.19,0.0,3177.84,85.41,214.29,2.0
1738029360000,3173.664031565348,3175.65,34.41,3173.23,95.71,190.79999999999998,3177.643623467901,3181.64,0.0,3178.33,81.21,148.98,1.0
1738029365000,3172.607202511918,3174.23,12.13,3171.66,79.08,143.02,3176.2710303728036,3178.75,38.89,3176.68,62.96,176.87,1.0
1738029370000,3173.5495480097666,3175.19,58.27,3172.79,78.75,221.2,3176.9756256913597,3181.24,0.0,3177.74,83.13,306.3,1.0
1738029375000,3172.78262296674,3174.72,0.02,3172.44,78.75,140.92,3177.0222781592634,3181.05,0.0,3177.57,80.42,212.26,1.0
1738029380000,3172.8472797358518,3174.87,16.86,3172.11,308.06,459.0,3176.54241961529,3180.72,1.42,3175.83,200.62,448.54,2.0
1738029385000,3173.2021597730004,3175.12,2.92,3172.73,78.74,132.32999999999998,3177.619403865536,3179.46,24.23,3177.79,133.21,269.57,0.0
1738029390000,3172.990069369508,3174.32,30.05,3172.85,80.33,127.83,3177.3296894409937,3181.25,0.0,3177.94,78.73,133.03,1.0
1738029395000,3172.20102359088,3174.89,4.33,3171.05,41.26,93.92,3177.333308959872,3181.19,1.59,3177.78,78.86,219.0,1.0
1738029400000,3173.1617797356826,3174.87,31.86,3172.24,80.16,172.01999999999998,3176.2573003572766,3180.6,11.51,3175.75,109.89,292.59,2.0
1738029405000,3172.3180396639423,3174.5,1.1,3171.97,78.75,135.14,3176.400380516213,3180.6,4.01,3177.08,91.05,241.47,1.0
1738029410000,3172.8633587310073,3174.5,19.04,3171.95,82.77,152.6,3177.0306260270618,3180.43,3.91,3180.39,116.34,376.63,1.0
1738029415000,3172.56296971763,3174.15,9.45,3171.91,79.28,134.55,3176.1642494278435,3180.4,0.0,3177.03,79.08,199.14,1.0
1738029420000,3172.1620170215747,3174.38,8.82,3172.01,82.33,167.27,3176.732889685306,3180.48,34.79,3175.83,178.6,414.24,1.0
1738029425000,3172.8583390582885,3174.6,35.24,3172.05,91.76,162.65,3176.498052196695,3178.1,1.3,3177.14,79.08,165.31,1.0
1738029430000,3172.4667185463463,3174.09,0.27,3172.63,91.58,129.48,3177.309189090466,3181.19,0.0,3177.72,86.4,197.2,1.0
1738029435000,3173.0272536171333,3175.22,8.37,3172.62,78.76,128.02,3176.656892386193,3181.15,0.01,3177.71,78.76,208.98,1.0
1738029440000,3171.357220585346,3174.06,0.0,3171.16,91.47,226.34,3175.4487490216666,3180.01,0.0,3175.05,81.18,315.09,3.0
1738029445000,3170.7369380957853,3172.3,13.24,3170.81,83.24,160.97,3175.4540586754315,3179.08,0.26,3175.75,100.1,236.26,1.0
1738029450000,3172.1306301894138,3173.71,70.52,3171.32,78.78,212.92,3175.9014993097653,3179.72,1.24,3177.75,82.22,277.96,1.0
1738029455000,3170.769423485863,3173.0,0.63,3170.05,123.1,210.82,3174.823349747778,3178.19,5.48,3175.5,85.11,163.18,1.0
1738029460000,3170.8620616244293,3172.31,36.33,3170.25,105.21,195.10999999999999,3174.317332755173,3178.75,0.71,3175.38,85.36,249.47,1.0
1738029465000,3170.379780653756,3172.25,9.46,3170.24,81.84,160.32,3173.8807939189187,3178.64,0.0,3172.62,22.04,78.49,1.0
1738029470000,3171.525152879317,3172.81,49.33,3170.5,84.43,189.99,3174.8562634755094,3178.88,0.0,3175.59,90.64,215.12,1.0
1738029475000,3169.795569983768,3172.92,0.0,3166.89,98.93,255.53,3174.4241259969526,3178.85,0.0,3175.5,90.78,327.31,1.0
1738029480000,3171.037237183647,3172.5,16.57,3169.94,78.81,192.28,3174.391183471613,3178.34,4.03,3175.1,160.66,301.21,2.0
1738029485000,3169.601225789096,3171.65,11.67,3167.94,53.79,98.39,3173.896321757215,3176.14,0.96,3174.59,95.8,202.54,2.0
1738029490000,3169.815167003262,3171.66,4.16,3169.1,78.84,210.26,3172.8561600367902,3177.55,1.4,3172.79,26.24,89.62,1.0
1738029495000,3169.1762563436064,3171.02,4.85,3168.54,80.42,169.72,3173.241320827776,3177.05,0.0,3173.65,78.84,163.74,1.0
1738029500000,3168.4888335755813,3169.84,10.1,3167.86,78.9,154.61,3172.8100066112574,3176.42,8.82,3172.8,79.51,275.06,1.0
1738029505000,3165.4427868480384,3167.88,30.0,3163.73,116.95,404.46999999999997,3170.002826607329,3174.24,0.0,3170.69,78.99,166.98,1.0
1738029510000,3166.021147579554,3167.53,30.25,3165.08,86.44,194.84,3169.1294127499746,3173.89,2.72,3170.21,78.94,232.17,2.0
1738029515000,3163.8109521505276,3165.57,29.45,3163.27,78.98,254.93,3168.0627579278625,3172.12,6.89,3168.34,86.48,174.09,1.0
1738029520000,3163.417786983934,3165.06,65.03,3162.87,82.51,274.3,3167.0630261113542,3171.41,0.0,3168.01,78.99,217.39,2.0
1738029525000,3164.436838517256,3165.73,5.92,3163.61,78.99,161.69,3168.5976607602606,3172.25,1.39,3168.68,83.39,205.15,1.0
1738029530000,3165.627603222946,3167.03,22.38,3164.61,78.95,200.67000000000002,3168.711275772969,3173.22,0.02,3169.68,159.82,321.73,1.0
1738029535000,3164.036498213009,3165.52,12.12,3163.82,82.13,205.41,3169.529504702822,3170.74,15.79,3170.73,104.23,163.86,2.0
1738029540000,3164.9953175997503,3166.71,101.63,3166.71,101.63,305.15999999999997,3168.585837464882,3172.89,3.37,3169.58,82.45,193.79,2.0
1738029545000,3164.0853780469265,3165.72,11.32,3163.24,79.0,221.74,3167.150036235815,3172.07,0.0,3168.39,84.08,215.61,1.0
1738029550000,3163.5709927287417,3165.0,22.65,3162.72,79.01,169.18,3166.6264930860757,3171.56,0.0,3167.79,90.19,242.85999999999999,1.0
1738029555000,3163.5879111976537,3165.35,23.02,3163.07,79.01,203.39,3167.276864567716,3171.82,0.62,3168.15,93.24,234.54999999999998,2.0
1738029560000,3162.8238427152323,3164.33,52.89,3162.12,79.98,315.65,3166.327555375236,3170.7,0.0,3167.19,81.18,221.62,1.0
1738029565000,3163.254777794864,3164.69,29.28,3162.6,79.03,223.01,3166.828767968047,3171.14,0.0,3168.01,81.03,245.9,2.0
1738029570000,3163.294864774994,3164.69,23.08,3162.3,82.15,160.56,3166.763225652324,3170.88,8.53,3167.38,133.09,231.69,1.0
1738029575000,3163.537834750265,3165.37,0.62,3163.1,78.99,162.9,3167.1097229480138,3171.62,0.08,3166.25,39.14,115.73,1.0
1738029580000,3164.247872749259,3165.6,81.22,3165.6,81.22,235.13,3168.190284278653,3171.73,0.02,3171.64,116.85,312.77,2.0
1738029585000,3164.702602282215,3166.42,34.05,3163.91,78.96,177.14,3168.333905712854,3170.34,0.38,3168.29,309.24,494.57,2.0
1738029590000,3163.502151669182,3166.42,6.21,3162.05,358.82,504.63,3167.8894644808743,3172.48,0.0,3168.94,90.48,181.15,1.0
1738029595000,3165.026005758307,3165.91,13.31,3165.75,32.48,94.35,3167.430162880412,3172.47,0.01,3167.23,14.84,54.18,1.0
1738029600000,3163.332013289371,3165.04,35.22,3162.73,82.94,203.56,3166.989339190808,3171.34,0.0,3167.81,82.74,180.01999999999998,1.0
1738029605000,3162.5156080430634,3164.47,95.36,3160.3,103.88,440.86,3167.3324873635434,3171.06,0.18,3170.02,117.86,420.13,5.0
1738029610000,3163.983498196345,3165.58,9.48,3163.66,118.99,222.78,3168.0601458487945,3169.35,7.09,3168.7,80.51,193.36,1.0
1738029615000,3163.517909733862,3165.2,11.19,3163.06,84.12,191.79000000000002,3167.395591257451,3171.78,0.0,3168.16,79.0,144.77,1.0
1738029620000,3163.501842711759,3165.12,25.58,3162.73,82.31,212.2,3168.453933855238,3171.26,0.16,3169.69,305.68,492.90000000000003,1.0
1738029625000,3163.593472069734,3164.93,6.7,3164.32,80.85,205.26,3167.2679996737265,3171.3,0.0,3168.06,82.1,202.09,1.0
1738029630000,3161.903489871708,3163.88,2.99,3161.86,79.02,180.95,3166.224747661821,3170.47,0.0,3166.94,82.06,196.98,2.0
1738029635000,3163.524896660961,3165.44,0.0,3163.03,39.34,141.49,3167.002695755731,3171.57,0.0,3168.05,79.99,246.08999999999997,2.0
1738029640000,3164.022914831131,3166.14,22.12,3163.71,82.33,166.10999999999999,3168.1678580751336,3172.0,5.71,3168.8,117.37,267.99,1.0
1738029645000,3164.4374599985113,3165.46,0.68,3163.74,78.97,177.32999999999998,3168.4255092846624,3171.98,0.0,3168.82,169.05,292.25,2.0
1738029650000,3164.7086118421053,3166.02,10.11,3163.95,82.35,205.98,3168.0310942797596,3172.17,0.0,3169.04,83.66,157.12,1.0
1738029655000,3165.711727827594,3167.3,27.79,3164.96,118.93,274.28000000000003,3168.848362135499,3173.49,0.0,3170.04,83.42,246.73,1.0
1738029660000,3165.711658107425,3167.8,0.0,3165.14,82.08,215.92,3169.607231433506,3174.17,3.18,3170.31,80.91,320.68,2.0
1738029665000,3166.2370313297747,3168.12,18.35,3164.72,40.45,117.01,3168.9831610446136,3174.26,0.0,3168.13,43.74,127.61,1.0
1738029670000,3165.8952827978737,3168.76,0.0,3165.93,94.6,248.54,3170.0773122131973,3174.96,0.0,3171.01,88.01,321.46,4.0
