opentime,openprice,highprice,lowprice,closeprice
1737466200000,4.4827,4.4828,4.447,4.4693
1737468000000,4.4693,4.4997,4.4461,4.4958
1737469800000,4.4962,4.5009,4.4134,4.43
1737471600000,4.43,4.4517,4.3851,4.4412
1737473400000,4.4412,4.4551,4.4142,4.4405
1737475200000,4.4405,4.54,4.43,4.4904
1737477000000,4.4904,4.5129,4.464,4.5015
1737478800000,4.5014,4.55,4.4957,4.5306
1737480600000,4.5307,4.6663,4.5159,4.6636
1737482400000,4.6636,4.7569,4.6442,4.7094
1737484200000,4.7099,4.7996,4.7076,4.7495
1737486000000,4.7495,4.7633,4.6816,4.7286
1737487800000,4.7286,4.7807,4.7176,4.7579
1737489600000,4.7579,4.7779,4.7329,4.7495
1737491400000,4.7495,4.7705,4.714,4.7679
1737493200000,4.7679,4.7699,4.7013,4.73
1737495000000,4.73,4.7408,4.7095,4.7136
1737496800000,4.7135,4.7333,4.6626,4.7201
1737498600000,4.72,4.7382,4.7035,4.7056
1737500400000,4.7058,4.7134,4.6598,4.6631
1737502200000,4.6633,4.6752,4.6324,4.6592
1737504000000,4.6592,4.669,4.5924,4.611
1737505800000,4.6111,4.647,4.5964,4.6402
1737507600000,4.6398,4.6432,4.5926,4.5972
1737509400000,4.5971,4.6169,4.564,4.5782
1737511200000,4.5781,4.5998,4.5657,4.5946
1737513000000,4.5946,4.6456,4.5924,4.6411
1737514800000,4.6411,4.7059,4.6378,4.6886
1737516600000,4.6885,4.6934,4.6513,4.6653
1737518400000,4.6651,4.6971,4.6614,4.689
1737520200000,4.6891,4.6928,4.6502,4.6826
1737522000000,4.6826,4.7049,4.6646,4.6655
1737523800000,4.6655,4.6945,4.6612,4.6811
1737525600000,4.6808,4.6875,4.6276,4.6332
1737527400000,4.6335,4.647,4.6054,4.6232
1737529200000,4.6233,4.6287,4.58,4.587
1737531000000,4.587,4.5974,4.5624,4.5662
1737532800000,4.5663,4.5863,4.5354,4.5456
1737534600000,4.5455,4.5849,4.5308,4.5813
1737536400000,4.5814,4.5825,4.5465,4.5557
1737538200000,4.5558,4.5753,4.55,4.5538
1737540000000,4.5538,4.5593,4.54,4.557
1737541800000,4.5573,4.5795,4.5509,4.5688
1737543600000,4.5688,4.5942,4.56,4.5627
1737545400000,4.5627,4.5929,4.5607,4.5781
1737547200000,4.5782,4.6085,4.5695,4.5868
1737549000000,4.5868,4.5917,4.5549,4.5687
1737550800000,4.5684,4.5736,4.5388,4.5483
1737552600000,4.5484,4.5845,4.5201,4.5358
1737554400000,4.5359,4.6194,4.5176,4.616
1737556200000,4.616,4.618,4.5325,4.5496
1737558000000,4.5494,4.603,4.5392,4.5585
1737559800000,4.5585,4.5968,4.5401,4.5856
1737561600000,4.5858,4.6233,4.5647,4.6051
1737563400000,4.6051,4.6408,4.595,4.603
1737565200000,4.603,4.6319,4.5925,4.6134
1737567000000,4.6134,4.6219,4.5954,4.6125
1737568800000,4.6125,4.6234,4.5666,4.5744
1737570600000,4.5745,4.5888,4.5279,4.5379
1737572400000,4.538,4.582,4.5352,4.5649
1737574200000,4.565,4.5926,4.5434,4.557
1737576000000,4.5569,4.6033,4.5519,4.5898
1737577800000,4.5898,4.6014,4.5423,4.5498
1737579600000,4.5497,4.5576,4.5055,4.5225
1737581400000,4.5226,4.5497,4.508,4.5105
1737583200000,4.5105,4.516,4.475,4.4905
1737585000000,4.4908,4.525,4.457,4.4607
1737586800000,4.4606,4.48,4.4513,4.4682
1737588600000,4.4685,4.4885,4.4581,4.4711
1737590400000,4.4711,4.4769,4.4512,4.4611
1737592200000,4.461,4.4771,4.4321,4.4352
1737594000000,4.4351,4.4472,4.422,4.4326
1737595800000,4.4326,4.4589,4.3684,4.3751
1737597600000,4.3751,4.3914,4.305,4.3331
1737599400000,4.3329,4.3809,4.32,4.3787
1737601200000,4.3787,4.415,4.3648,4.4063
1737603000000,4.4062,4.4124,4.3707,4.3879
1737604800000,4.3879,4.3983,4.3638,4.3675
1737606600000,4.3675,4.39,4.3478,4.3727
1737608400000,4.3727,4.4167,4.3725,4.3927
1737610200000,4.3926,4.4299,4.387,4.4292
1737612000000,4.4292,4.4372,4.4124,4.4211
1737613800000,4.421,4.421,4.38,4.3896
1737615600000,4.3896,4.3943,4.364,4.3697
1737617400000,4.3698,4.4009,4.3615,4.3979
1737619200000,4.3979,4.4086,4.377,4.3785
1737621000000,4.3785,4.3903,4.3442,4.3446
1737622800000,4.3447,4.378,4.3412,4.363
1737624600000,4.3629,4.3647,4.3209,4.3257
1737626400000,4.3258,4.3543,4.3237,4.3489
1737628200000,4.3489,4.3533,4.2804,4.3029
1737630000000,4.3028,4.3326,4.2952,4.323
1737631800000,4.3229,4.3429,4.319,4.3379
1737633600000,4.3378,4.3461,4.2965,4.3165
1737635400000,4.3164,4.3265,4.2806,4.2905
1737637200000,4.2905,4.3094,4.26,4.2692
1737639000000,4.2694,4.3766,4.2677,4.3607
1737640800000,4.3607,4.3759,4.3258,4.3471
1737642600000,4.3469,4.475,4.3397,4.4269
1737644400000,4.427,4.4423,4.34,4.3853
1737646200000,4.3856,4.4277,4.3752,4.3916
1737648000000,4.3916,4.4511,4.3874,4.4141
1737649800000,4.4143,4.4255,4.3684,4.3745
1737651600000,4.3745,4.3764,4.3322,4.3629
1737653400000,4.3629,4.3988,4.3555,4.3958
1737655200000,4.3959,4.4067,4.3435,4.3515
1737657000000,4.3515,4.3602,4.3101,4.3158
1737658800000,4.3158,4.3185,4.2671,4.2843
1737660600000,4.2843,4.3098,4.2454,4.2609
1737662400000,4.2608,4.4239,4.2469,4.386
1737664200000,4.3863,4.3863,4.2823,4.3076
1737666000000,4.3074,4.3211,4.1522,4.1963
1737667800000,4.1963,4.2104,4.159,4.1885
1737669600000,4.1885,4.2769,4.1764,4.2653
1737671400000,4.2654,4.3395,4.2653,4.3354
1737673200000,4.3355,4.3763,4.3076,4.3549
1737675000000,4.3546,4.3586,4.3005,4.302
1737676800000,4.3021,4.3249,4.2751,4.2844
1737678600000,4.2844,4.2852,4.2058,4.2154
1737680400000,4.2155,4.2469,4.2045,4.2454
1737682200000,4.2451,4.2554,4.1783,4.1842
1737684000000,4.1843,4.2017,4.165,4.1961
1737685800000,4.196,4.2125,4.1628,4.1789
1737687600000,4.1789,4.2653,4.1789,4.2236
1737689400000,4.2237,4.2588,4.2237,4.2394
1737691200000,4.2393,4.2677,4.2175,4.2577
1737693000000,4.2577,4.3949,4.2535,4.3814
1737694800000,4.381,4.4263,4.3755,4.3856
1737696600000,4.3857,4.421,4.3664,4.4184
1737698400000,4.4184,4.4288,4.3782,4.3849
1737700200000,4.385,4.415,4.3697,4.406
1737702000000,4.4061,4.4197,4.3652,4.3688
1737703800000,4.3684,4.3858,4.354,4.3783
1737705600000,4.3782,4.4273,4.373,4.4256
1737707400000,4.4255,4.4274,4.3926,4.4106
1737709200000,4.4106,4.432,4.392,4.4069
1737711000000,4.4069,4.4186,4.3956,4.409
1737712800000,4.4089,4.4166,4.3773,4.3935
1737714600000,4.3935,4.461,4.3925,4.454
1737716400000,4.4539,4.484,4.4386,4.4658
1737718200000,4.4658,4.4826,4.4358,4.441
1737720000000,4.441,4.4607,4.4078,4.4097
1737721800000,4.4097,4.4412,4.4037,4.4386
1737723600000,4.4386,4.4572,4.41,4.4208
1737725400000,4.4208,4.429,4.4036,4.4229
1737727200000,4.4229,4.4359,4.407,4.4345
1737729000000,4.4345,4.454,4.369,4.4262
