,USDIDR REGN Curncy,USDIDR REGN Curncy,USDIDR REGN Curncy,USDIDR REGN Curncy
,High,Low,Last_Price,PX_OPEN
2024-10-25,15643.0,15603.0,15640.0,15622.0
2024-10-28,15740.0,15711.0,15725.0,15711.0
2024-10-29,15778.0,15737.0,15760.0,15737.0
2024-10-30,15747.0,15700.0,15700.0,15747.0
2024-10-31,15715.0,15695.0,15697.0,15700.0
2024-11-01,15730.0,15713.0,15720.0,15718.0
2024-11-04,15770.0,15724.0,15753.0,15743.0
