,USDJPY BGN Curncy,USDJPY BGN Curncy,USDJPY BGN Curncy,USDJPY BGN Curncy,USDJPY BGN Curncy,USDJPY BGN Curncy,USDJPY BGN Curncy,USDJPY BGN Curncy,USDJPY BGN Curncy
,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,BID,ASK,PX_MID,high,low
2022-06-01,128.67,130.19,128.64,130.13,130.1,130.16,130.131,130.19,128.64
2022-06-02,130.13,130.24,129.51,129.84,129.78,129.9,129.839,130.24,129.51
2022-06-03,129.84,130.98,129.69,130.88,130.75,131.01,130.879,130.98,129.69
2022-06-06,130.83,132.01,130.43,131.88,131.86,131.9,131.882,132.01,130.43
2022-06-07,131.88,133.0,131.87,132.59,132.54,132.65,132.593,133.0,131.87
2022-06-08,132.59,134.47,132.58,134.25,134.21,134.29,134.251,134.47,132.58
2022-06-09,134.25,134.56,133.19,134.36,134.31,134.4,134.359,134.56,133.19
2022-06-10,134.36,134.48,133.37,134.41,134.36,134.47,134.414,134.48,133.37
2022-06-13,134.32,135.19,133.59,134.42,134.41,134.44,134.423,135.19,133.59
2022-06-14,134.42,135.47,133.88,135.47,135.46,135.48,135.472,135.47,133.88
2022-06-15,135.47,135.59,133.51,133.84,133.78,133.89,133.837,135.59,133.51
2022-06-16,133.84,134.68,131.5,132.21,132.14,132.28,132.208,134.68,131.5
2022-06-17,132.21,135.43,132.17,135.02,134.82,135.23,135.021,135.43,132.17
2022-06-20,135.08,135.44,134.54,135.07,134.97,135.18,135.075,135.44,134.54
2022-06-21,135.07,136.7,134.93,136.57,136.47,136.68,136.575,136.7,134.93
2022-06-22,136.57,136.71,135.69,136.26,136.2,136.32,136.258,136.71,135.69
2022-06-23,136.26,136.28,134.27,134.95,134.93,134.97,134.95,136.28,134.27
2022-06-24,134.95,135.4,134.35,135.23,134.99,135.46,135.228,135.4,134.35
2022-06-27,135.08,135.55,134.52,135.46,135.43,135.49,135.461,135.55,134.52
2022-06-28,135.46,136.38,135.11,136.14,136.1,136.17,136.135,136.38,135.11
2022-06-29,136.13,137.0,135.79,136.59,136.58,136.6,136.591,137.0,135.79
2022-06-30,136.59,136.81,135.55,135.72,135.68,135.77,135.723,136.81,135.55
2022-07-01,135.72,135.99,134.75,135.21,135.15,135.28,135.214,135.99,134.75
2022-07-04,135.27,135.77,134.79,135.62,135.48,135.76,135.62,135.77,134.79
2022-07-05,135.61,136.36,135.53,135.85,135.77,135.92,135.845,136.36,135.53
2022-07-06,135.85,136.01,134.96,135.95,135.89,136.01,135.946,136.01,134.96
2022-07-07,135.95,136.22,135.55,136.01,135.96,136.06,136.007,136.22,135.55
2022-07-08,136.01,136.57,135.34,136.1,135.99,136.2,136.096,136.57,135.34
2022-07-11,136.02,137.75,135.92,137.44,137.41,137.47,137.436,137.75,135.92
2022-07-12,137.44,137.53,136.48,136.87,136.85,136.89,136.871,137.53,136.48
2022-07-13,136.87,137.87,136.7,137.39,137.34,137.45,137.391,137.87,136.7
2022-07-14,137.39,139.39,137.28,138.96,138.92,139.0,138.96,139.39,137.28
2022-07-15,138.96,139.13,138.39,138.57,138.38,138.76,138.574,139.13,138.39
2022-07-18,138.57,138.63,137.89,138.14,138.12,138.16,138.14,138.63,137.89
2022-07-19,138.14,138.39,137.38,138.19,138.16,138.23,138.195,138.39,137.38
2022-07-20,138.19,138.37,137.9,138.21,138.12,138.3,138.212,138.37,137.9
2022-07-21,138.21,138.88,137.3,137.36,137.31,137.42,137.363,138.88,137.3
2022-07-22,137.37,137.96,135.57,136.12,135.93,136.32,136.124,137.96,135.57
2022-07-25,136.21,136.79,135.89,136.69,136.63,136.75,136.689,136.79,135.89
2022-07-26,136.69,136.97,136.28,136.91,136.85,136.98,136.914,136.97,136.28
2022-07-27,136.91,137.46,136.33,136.57,136.51,136.63,136.568,137.46,136.33
2022-07-28,136.55,136.58,134.2,134.27,134.23,134.3,134.266,136.58,134.2
2022-07-29,134.27,134.68,132.51,133.27,133.15,133.39,133.273,134.68,132.51
2022-08-01,133.3,133.56,131.6,131.61,131.6,131.62,131.61,133.56,131.6
2022-08-02,131.61,133.18,130.41,133.17,133.15,133.19,133.17,133.18,130.41
2022-08-03,133.17,134.55,132.29,133.86,133.84,133.87,133.856,134.55,132.29
2022-08-04,133.86,134.42,132.77,132.89,132.8,132.98,132.89,134.42,132.77
2022-08-05,132.89,135.5,132.52,135.01,134.88,135.13,135.006,135.5,132.52
2022-08-08,135.09,135.58,134.36,134.95,134.83,135.07,134.949,135.58,134.36
2022-08-09,134.94,135.2,134.67,135.05,134.94,135.17,135.053,135.2,134.67
2022-08-10,135.04,135.3,132.03,132.89,132.85,132.92,132.887,135.3,132.03
2022-08-11,132.89,133.31,131.74,133.02,132.98,133.07,133.025,133.31,131.74
2022-08-12,133.03,133.89,132.89,133.42,133.27,133.58,133.423,133.89,132.89
2022-08-15,133.48,133.6,132.56,133.32,133.3,133.33,133.317,133.6,132.56
2022-08-16,133.32,134.68,132.95,134.22,134.17,134.26,134.217,134.68,132.95
2022-08-17,134.21,135.5,133.91,135.05,135.0,135.1,135.048,135.5,133.91
2022-08-18,135.05,135.9,134.65,135.89,135.88,135.9,135.892,135.9,134.65
2022-08-19,135.89,137.23,135.72,136.97,136.85,137.09,136.973,137.23,135.72
2022-08-22,136.94,137.65,136.7,137.48,137.44,137.52,137.481,137.65,136.7
2022-08-23,137.48,137.71,135.82,136.77,136.73,136.82,136.775,137.71,135.82
2022-08-24,136.78,137.24,136.17,137.12,137.08,137.17,137.125,137.24,136.17
2022-08-25,137.12,137.2,136.32,136.49,136.43,136.56,136.492,137.2,136.32
2022-08-26,136.49,137.65,136.23,137.64,137.52,137.76,137.642,137.65,136.23
2022-08-29,137.64,139.0,137.37,138.72,138.67,138.77,138.723,139.0,137.37
2022-08-30,138.73,139.07,138.05,138.79,138.77,138.81,138.791,139.07,138.05
2022-08-31,138.79,139.0,138.27,138.96,138.94,138.98,138.96,139.0,138.27
2022-09-01,138.96,140.23,138.86,140.21,140.2,140.22,140.208,140.23,138.86
2022-09-02,140.21,140.8,139.87,140.2,140.15,140.26,140.205,140.8,139.87
2022-09-05,140.26,140.66,140.01,140.6,140.56,140.65,140.602,140.66,140.01
2022-09-06,140.6,143.07,140.25,142.8,142.79,142.81,142.797,143.07,140.25
2022-09-07,142.8,144.99,142.71,143.74,143.71,143.76,143.737,144.99,142.71
2022-09-08,143.74,144.55,143.32,144.11,144.09,144.13,144.111,144.55,143.32
2022-09-09,144.11,144.12,141.51,142.47,142.27,142.67,142.47,144.12,141.51
2022-09-12,142.53,143.5,142.05,142.84,142.82,142.87,142.842,143.5,142.05
2022-09-13,142.84,144.68,141.66,144.58,144.52,144.65,144.585,144.68,141.66
2022-09-14,144.58,144.96,142.55,143.08,142.99,143.18,143.085,144.96,142.55
2022-09-15,143.08,143.8,142.8,143.52,143.46,143.59,143.525,143.8,142.8
2022-09-16,143.53,143.69,142.83,142.92,142.86,142.99,142.924,143.69,142.83
2022-09-19,143.03,143.64,142.65,143.21,143.19,143.22,143.206,143.64,142.65
2022-09-20,143.21,143.92,142.94,143.75,143.71,143.78,143.747,143.92,142.94
2022-09-21,143.75,144.7,143.35,144.06,144.0,144.13,144.064,144.7,143.35
2022-09-22,144.06,145.9,140.36,142.39,142.33,142.46,142.395,145.9,140.36
2022-09-23,142.4,143.46,141.77,143.31,143.19,143.43,143.31,143.46,141.77
2022-09-26,143.34,144.79,143.27,144.75,144.73,144.77,144.753,144.79,143.27
2022-09-27,144.75,144.9,144.06,144.8,144.75,144.85,144.797,144.9,144.06
2022-09-28,144.8,144.87,143.91,144.16,144.12,144.21,144.164,144.87,143.91
2022-09-29,144.17,144.8,144.07,144.46,144.4,144.52,144.46,144.8,144.07
2022-09-30,144.46,144.81,144.21,144.74,144.68,144.8,144.741,144.81,144.21
2022-10-03,144.68,145.3,144.16,144.55,144.51,144.58,144.548,145.3,144.16
2022-10-04,144.55,144.93,143.9,144.13,144.07,144.18,144.127,144.93,143.9
2022-10-05,144.12,144.85,143.53,144.64,144.58,144.7,144.639,144.85,143.53
2022-10-06,144.64,145.14,144.39,145.14,145.13,145.15,145.138,145.14,144.39
2022-10-07,145.14,145.44,144.72,145.25,145.01,145.49,145.253,145.44,144.72
2022-10-10,145.17,145.8,145.17,145.72,145.66,145.78,145.719,145.8,145.17
2022-10-11,145.72,145.9,145.43,145.86,145.85,145.87,145.859,145.9,145.43
2022-10-12,145.86,146.97,145.73,146.91,146.9,146.92,146.91,146.97,145.73
2022-10-13,146.91,147.67,146.5,147.12,146.96,147.29,147.124,147.67,146.5
2022-10-14,147.12,148.86,147.06,148.67,148.52,148.81,148.665,148.86,147.06
2022-10-17,148.71,149.08,148.38,149.04,149.02,149.05,149.036,149.08,148.38
2022-10-18,149.04,149.38,148.19,149.26,149.22,149.3,149.26,149.38,148.19
2022-10-19,149.26,149.91,149.11,149.9,149.89,149.92,149.904,149.91,149.11
2022-10-20,149.9,150.29,149.56,150.15,150.13,150.16,150.146,150.29,149.56
2022-10-21,150.15,151.95,146.23,147.65,147.46,147.85,147.655,151.95,146.23
2022-10-24,147.74,149.71,145.56,148.91,148.75,149.07,148.91,149.71,145.56
2022-10-25,148.92,149.1,147.52,147.93,147.9,147.97,147.935,149.1,147.52
2022-10-26,147.93,148.41,146.23,146.37,146.26,146.47,146.367,148.41,146.23
2022-10-27,146.37,146.93,145.11,146.29,146.22,146.35,146.287,146.93,145.11
2022-10-28,146.29,147.86,145.99,147.6,147.44,147.76,147.602,147.86,145.99
2022-10-31,147.54,148.85,147.5,148.71,148.67,148.76,148.711,148.85,147.5
2022-11-01,148.71,148.82,146.99,148.27,148.23,148.3,148.267,148.82,146.99
2022-11-02,148.27,148.37,145.68,147.9,147.87,147.94,147.904,148.37,145.68
2022-11-03,147.9,148.45,147.11,148.26,148.21,148.3,148.256,148.45,147.11
2022-11-04,148.26,148.4,146.56,146.62,146.51,146.73,146.618,148.4,146.56
2022-11-07,146.84,147.57,146.09,146.63,146.54,146.73,146.633,147.57,146.09
2022-11-08,146.64,146.93,145.31,145.68,145.66,145.7,145.68,146.93,145.31
2022-11-09,145.68,146.8,145.18,146.47,146.38,146.57,146.47,146.8,145.18
2022-11-10,146.47,146.59,140.21,140.98,140.93,141.02,140.977,146.59,140.21
2022-11-11,140.98,142.48,138.47,138.81,138.69,138.92,138.805,142.48,138.47
2022-11-14,138.77,140.8,138.46,139.89,139.86,139.93,139.895,140.8,138.46
2022-11-15,139.9,140.62,137.68,139.28,139.24,139.31,139.279,140.62,137.68
2022-11-16,139.28,140.29,138.74,139.5,139.43,139.57,139.498,140.29,138.74
2022-11-17,139.49,140.74,138.88,140.2,140.19,140.22,140.203,140.74,138.88
2022-11-18,140.2,140.5,139.64,140.37,140.32,140.42,140.37,140.5,139.64
2022-11-21,140.25,142.25,140.14,142.14,142.1,142.17,142.135,142.25,140.14
2022-11-22,142.13,142.24,141.09,141.23,141.18,141.29,141.233,142.24,141.09
2022-11-23,141.23,141.61,139.17,139.6,139.58,139.62,139.598,141.61,139.17
2022-11-24,139.6,139.64,138.06,138.54,138.41,138.68,138.544,139.64,138.06
2022-11-25,138.54,139.6,138.38,139.19,139.0,139.38,139.19,139.6,138.38
2022-11-28,139.21,139.47,137.5,138.95,138.91,138.98,138.946,139.47,137.5
2022-11-29,138.95,139.35,137.87,138.63,138.48,138.78,138.632,139.35,137.87
2022-11-30,138.63,139.89,137.65,138.07,137.98,138.16,138.072,139.89,137.65
2022-12-01,138.07,138.12,135.21,135.33,135.29,135.36,135.326,138.12,135.21
2022-12-02,135.32,135.98,133.63,134.31,134.24,134.38,134.31,135.98,133.63
2022-12-05,134.43,136.86,134.13,136.75,136.67,136.82,136.747,136.86,134.13
2022-12-06,136.74,137.43,135.97,137.0,136.92,137.08,137.0,137.43,135.97
2022-12-07,137.0,137.86,136.22,136.62,136.59,136.66,136.624,137.86,136.22
2022-12-08,136.62,137.24,136.25,136.67,136.57,136.76,136.667,137.24,136.25
2022-12-09,136.67,136.9,135.61,136.56,136.42,136.71,136.563,136.9,135.61
2022-12-12,136.36,137.85,136.35,137.67,137.64,137.71,137.674,137.85,136.35
2022-12-13,137.67,137.97,134.66,135.59,135.54,135.65,135.594,137.97,134.66
2022-12-14,135.59,135.99,134.54,135.48,135.46,135.49,135.475,135.99,134.54
2022-12-15,135.48,138.17,135.24,137.78,137.76,137.8,137.779,138.17,135.24
2022-12-16,137.78,137.89,136.3,136.6,136.33,136.87,136.6,137.89,136.3
2022-12-19,136.04,137.16,135.76,136.91,136.9,136.92,136.909,137.16,135.76
2022-12-20,136.91,137.48,130.58,131.73,131.68,131.78,131.729,137.48,130.58
2022-12-21,131.73,132.53,131.5,132.46,132.41,132.51,132.46,132.53,131.5
2022-12-22,132.46,132.72,131.65,132.35,132.31,132.39,132.349,132.72,131.65
2022-12-23,132.35,133.14,132.16,132.91,132.68,133.13,132.906,133.14,132.16
2022-12-26,132.8,133.21,132.32,132.88,132.75,133.0,132.875,133.21,132.32
2022-12-27,132.88,133.6,132.64,133.49,133.47,133.51,133.488,133.6,132.64
2022-12-28,133.49,134.5,133.38,134.47,134.45,134.5,134.473,134.5,133.38
2022-12-29,134.47,134.47,132.88,133.03,133.01,133.04,133.026,134.47,132.88
2022-12-30,133.03,133.1,130.78,131.12,131.07,131.17,131.12,133.1,130.78
2023-01-02,131.01,131.04,130.63,130.8,130.58,131.01,130.798,131.04,130.63
2023-01-03,130.8,131.4,129.52,131.02,131.0,131.03,131.015,131.4,129.52
2023-01-04,131.02,132.72,129.93,132.63,132.6,132.66,132.63,132.72,129.93
2023-01-05,132.63,134.05,131.69,133.41,133.4,133.42,133.41,134.05,131.69
2023-01-06,133.41,134.77,132.0,132.08,132.01,132.15,132.078,134.77,132.0
2023-01-09,132.13,132.66,131.31,131.88,131.87,131.9,131.885,132.66,131.31
2023-01-10,131.89,132.48,131.39,132.26,132.23,132.28,132.255,132.48,131.39
2023-01-11,132.26,132.87,132.07,132.45,132.4,132.51,132.454,132.87,132.07
2023-01-12,132.44,132.52,128.87,129.25,129.19,129.32,129.254,132.52,128.87
2023-01-13,129.25,129.43,127.46,127.87,127.75,127.98,127.866,129.43,127.46
2023-01-16,127.7,128.87,127.23,128.58,128.46,128.69,128.576,128.87,127.23
2023-01-17,128.58,129.15,127.99,128.12,128.07,128.17,128.118,129.15,127.99
2023-01-18,128.12,131.58,127.57,128.9,128.86,128.95,128.903,131.58,127.57
2023-01-19,128.9,128.93,127.76,128.43,128.4,128.46,128.43,128.93,127.76
2023-01-20,128.43,130.61,128.36,129.6,129.31,129.88,129.597,130.61,128.36
2023-01-23,129.74,130.89,129.04,130.67,130.65,130.69,130.669,130.89,129.04
2023-01-24,130.67,131.12,129.73,130.17,130.15,130.18,130.169,131.12,129.73
2023-01-25,130.17,130.58,129.27,129.59,129.56,129.63,129.594,130.58,129.27
2023-01-26,129.59,130.62,129.03,130.22,130.2,130.24,130.22,130.62,129.03
2023-01-27,130.22,130.27,129.5,129.88,129.78,129.98,129.879,130.27,129.5
2023-01-30,129.79,130.57,129.21,130.39,130.3,130.47,130.385,130.57,129.21
2023-01-31,130.38,130.53,129.75,130.09,130.05,130.14,130.094,130.53,129.75
2023-02-01,130.09,130.41,128.55,128.98,128.88,129.08,128.98,130.41,128.55
2023-02-02,128.98,129.12,128.09,128.68,128.6,128.76,128.68,129.12,128.09
2023-02-03,128.68,131.2,128.33,131.19,131.14,131.24,131.19,131.2,128.33
2023-02-06,132.21,132.9,131.52,132.66,132.62,132.7,132.66,132.9,131.52
2023-02-07,132.66,132.71,130.48,131.07,131.01,131.14,131.072,132.71,130.48
2023-02-08,131.07,131.54,130.6,131.4,131.33,131.46,131.395,131.54,130.6
2023-02-09,131.39,131.83,130.35,131.59,131.52,131.65,131.587,131.83,130.35
2023-02-10,131.59,131.88,129.81,131.36,131.11,131.6,131.359,131.88,129.81
2023-02-13,131.28,132.91,131.14,132.42,132.35,132.49,132.423,132.91,131.14
2023-02-14,132.42,133.32,131.52,133.16,133.08,133.23,133.155,133.32,131.52
2023-02-15,133.16,134.36,132.55,134.16,134.13,134.19,134.159,134.36,132.55
2023-02-16,134.16,134.46,133.61,133.94,133.93,133.96,133.944,134.46,133.61
2023-02-17,133.94,135.1,133.94,134.15,134.1,134.21,134.155,135.1,133.94
2023-02-20,134.34,134.54,133.93,134.25,134.19,134.31,134.25,134.54,133.93
2023-02-21,134.25,135.23,134.15,135.01,134.99,135.04,135.014,135.23,134.15
2023-02-22,135.01,135.06,134.37,134.84,134.74,134.94,134.838,135.06,134.37
2023-02-23,134.84,135.36,134.49,134.7,134.68,134.73,134.705,135.36,134.49
2023-02-24,134.71,136.52,134.06,136.48,136.4,136.55,136.475,136.52,134.06
2023-02-27,136.38,136.55,135.92,136.19,136.13,136.25,136.19,136.55,135.92
2023-02-28,136.19,136.92,135.74,136.17,136.07,136.27,136.172,136.92,135.74
2023-03-01,136.17,136.47,135.26,136.19,136.16,136.22,136.188,136.47,135.26
2023-03-02,136.18,137.09,136.02,136.77,136.75,136.8,136.774,137.09,136.02
2023-03-03,136.77,136.79,135.75,135.87,135.78,135.95,135.865,136.79,135.75
2023-03-06,136.05,136.19,135.37,135.93,135.9,135.96,135.93,136.19,135.37
2023-03-07,135.93,137.19,135.55,137.16,137.14,137.17,137.155,137.19,135.55
2023-03-08,137.15,137.91,136.48,137.36,137.31,137.4,137.357,137.91,136.48
2023-03-09,137.36,137.38,135.95,136.15,136.12,136.18,136.15,137.38,135.95
2023-03-10,136.15,136.99,134.12,135.03,134.92,135.14,135.031,136.99,134.12
2023-03-13,135.03,135.08,132.29,133.21,133.17,133.25,133.207,135.08,132.29
2023-03-14,133.21,134.9,133.03,134.22,134.2,134.24,134.22,134.9,133.03
2023-03-15,134.22,135.11,132.22,133.42,133.36,133.48,133.419,135.11,132.22
2023-03-16,133.42,133.83,131.72,133.74,133.71,133.77,133.74,133.83,131.72
2023-03-17,133.74,133.76,131.56,131.85,131.56,132.14,131.851,133.76,131.56
2023-03-20,131.85,132.65,130.54,131.32,131.3,131.34,131.321,132.65,130.54
2023-03-21,131.32,132.63,131.04,132.51,132.46,132.55,132.505,132.63,131.04
2023-03-22,132.51,133.0,131.01,131.44,131.37,131.52,131.442,133.0,131.01
2023-03-23,131.44,131.66,130.32,130.85,130.78,130.91,130.845,131.66,130.32
2023-03-24,130.84,130.94,129.64,130.73,130.66,130.79,130.727,130.94,129.64
2023-03-27,130.56,131.76,130.41,131.57,131.52,131.61,131.565,131.76,130.41
2023-03-28,131.57,131.6,130.41,130.89,130.82,130.95,130.886,131.6,130.41
2023-03-29,130.89,132.89,130.76,132.86,132.84,132.89,132.862,132.89,130.76
2023-03-30,132.86,132.97,132.21,132.7,132.64,132.76,132.698,132.97,132.21
2023-03-31,132.7,133.59,132.59,132.86,132.72,133.0,132.858,133.59,132.59
2023-04-03,132.94,133.76,132.21,132.46,132.37,132.55,132.46,133.76,132.21
2023-04-04,132.46,133.17,131.52,131.71,131.69,131.73,131.712,133.17,131.52
2023-04-05,131.71,131.84,130.64,131.32,131.29,131.34,131.315,131.84,130.64
2023-04-06,131.32,131.9,130.78,131.78,131.7,131.86,131.779,131.9,130.78
2023-04-07,131.78,132.38,131.53,132.16,132.03,132.29,132.159,132.38,131.53
2023-04-10,132.14,133.87,131.83,133.61,133.57,133.64,133.606,133.87,131.83
2023-04-11,133.61,133.81,132.97,133.68,133.64,133.72,133.682,133.81,132.97
2023-04-12,133.68,134.05,132.74,133.13,133.1,133.17,133.135,134.05,132.74
2023-04-13,133.14,133.39,132.02,132.58,132.55,132.6,132.576,133.39,132.02
2023-04-14,132.58,133.84,132.17,133.79,133.73,133.85,133.791,133.84,132.17
2023-04-17,133.63,134.57,133.63,134.47,134.43,134.51,134.471,134.57,133.63
2023-04-18,134.47,134.71,133.86,134.12,134.08,134.16,134.121,134.71,133.86
2023-04-19,134.12,135.13,133.96,134.72,134.67,134.76,134.717,135.13,133.96
2023-04-20,134.72,134.97,134.01,134.24,134.22,134.26,134.24,134.97,134.01
2023-04-21,134.24,134.49,133.55,134.16,134.04,134.28,134.16,134.49,133.55
2023-04-24,134.16,134.73,133.89,134.24,134.22,134.25,134.238,134.73,133.89
2023-04-25,134.24,134.47,133.37,133.76,133.71,133.82,133.764,134.47,133.37
2023-04-26,133.76,133.94,133.02,133.67,133.65,133.69,133.669,133.94,133.02
2023-04-27,133.67,134.2,133.24,133.97,133.91,134.03,133.974,134.2,133.24
2023-04-28,133.97,136.56,133.38,136.3,136.24,136.36,136.301,136.56,133.38
2023-05-01,136.28,137.54,136.14,137.5,137.46,137.53,137.498,137.54,136.14
2023-05-02,137.5,137.77,136.32,136.55,136.48,136.62,136.547,137.77,136.32
2023-05-03,136.55,136.63,134.71,134.71,134.66,134.75,134.705,136.63,134.71
2023-05-04,134.71,134.88,133.5,134.29,134.21,134.37,134.294,134.88,133.5
2023-05-05,134.29,135.12,133.89,134.8,134.68,134.93,134.804,135.12,133.89
2023-05-08,134.82,135.3,134.64,135.1,135.02,135.17,135.095,135.3,134.64
2023-05-09,135.1,135.36,134.72,135.23,135.18,135.27,135.225,135.36,134.72
2023-05-10,135.23,135.47,134.11,134.34,134.3,134.39,134.344,135.47,134.11
2023-05-11,134.34,134.84,133.75,134.53,134.47,134.59,134.529,134.84,133.75
2023-05-12,134.53,135.76,134.4,135.7,135.63,135.78,135.704,135.76,134.4
2023-05-15,135.7,136.32,135.59,136.12,136.1,136.13,136.116,136.32,135.59
2023-05-16,136.12,136.68,135.69,136.39,136.36,136.42,136.386,136.68,135.69
2023-05-17,136.39,137.71,136.31,137.68,137.66,137.71,137.685,137.71,136.31
2023-05-18,137.69,138.75,137.29,138.71,138.7,138.73,138.713,138.75,137.29
2023-05-19,138.72,138.73,137.43,137.98,137.77,138.19,137.979,138.73,137.43
2023-05-22,137.89,138.69,137.5,138.6,138.59,138.61,138.599,138.69,137.5
2023-05-23,138.6,138.91,138.24,138.59,138.57,138.6,138.586,138.91,138.24
2023-05-24,138.59,139.48,138.23,139.47,139.45,139.48,139.469,139.48,138.23
2023-05-25,139.47,140.23,138.83,140.06,140.03,140.08,140.056,140.23,138.83
2023-05-26,140.06,140.73,139.5,140.6,140.48,140.72,140.602,140.73,139.5
2023-05-29,140.1,140.92,140.03,140.45,140.42,140.49,140.451,140.92,140.03
2023-05-30,140.45,140.93,139.57,139.79,139.78,139.81,139.794,140.93,139.57
2023-05-31,139.79,140.38,139.24,139.34,139.33,139.36,139.342,140.38,139.24
2023-06-01,139.34,139.95,138.45,138.8,138.78,138.81,138.796,139.95,138.45
2023-06-02,138.8,140.07,138.61,139.92,139.76,140.08,139.922,140.07,138.61
2023-06-05,139.92,140.45,139.25,139.58,139.57,139.6,139.584,140.45,139.25
2023-06-06,139.58,139.99,139.1,139.63,139.62,139.65,139.633,139.99,139.1
2023-06-07,139.63,140.25,139.03,140.13,140.08,140.18,140.13,140.25,139.03
2023-06-08,140.13,140.23,138.81,138.92,138.91,138.93,138.924,140.23,138.81
2023-06-09,138.92,139.73,138.76,139.4,139.27,139.53,139.396,139.73,138.76
2023-06-12,139.38,139.76,139.07,139.6,139.59,139.62,139.605,139.76,139.07
2023-06-13,139.61,140.31,139.01,140.22,140.2,140.23,140.215,140.31,139.01
2023-06-14,140.21,140.28,139.29,140.09,140.04,140.13,140.089,140.28,139.29
2023-06-15,140.09,141.5,139.94,140.29,140.24,140.34,140.294,141.5,139.94
2023-06-16,140.3,141.92,139.85,141.82,141.64,142.0,141.82,141.92,139.85
2023-06-19,141.72,142.0,141.44,141.98,141.95,142.0,141.978,142.0,141.44
2023-06-20,141.98,142.25,141.21,141.47,141.43,141.5,141.466,142.25,141.21
2023-06-21,141.47,142.36,141.29,141.88,141.86,141.9,141.881,142.36,141.29
2023-06-22,141.88,143.23,141.61,143.11,143.1,143.13,143.113,143.23,141.61
2023-06-23,143.11,143.87,142.72,143.7,143.61,143.8,143.702,143.87,142.72
2023-06-26,143.7,143.73,142.94,143.51,143.5,143.52,143.508,143.73,142.94
2023-06-27,143.51,144.17,143.29,144.07,144.06,144.09,144.075,144.17,143.29
2023-06-28,144.07,144.62,143.73,144.48,144.47,144.5,144.485,144.62,143.73
2023-06-29,144.48,144.9,144.14,144.76,144.73,144.8,144.764,144.9,144.14
2023-06-30,144.76,145.07,144.21,144.31,144.22,144.39,144.307,145.07,144.21
2023-07-03,144.4,144.91,143.99,144.68,144.65,144.71,144.678,144.91,143.99
2023-07-04,144.68,144.71,144.21,144.47,144.44,144.5,144.469,144.71,144.21
2023-07-05,144.47,144.73,144.08,144.66,144.64,144.67,144.658,144.73,144.08
2023-07-06,144.66,144.66,143.56,144.07,144.06,144.08,144.069,144.66,143.56
2023-07-07,144.07,144.2,142.07,142.21,142.07,142.34,142.206,144.2,142.07
2023-07-10,142.25,143.01,141.28,141.31,141.3,141.33,141.314,143.01,141.28
2023-07-11,141.32,141.46,140.16,140.36,140.34,140.39,140.362,141.46,140.16
2023-07-12,140.37,140.39,138.16,138.5,138.48,138.51,138.496,140.39,138.16
2023-07-13,138.5,138.95,137.92,138.05,138.04,138.06,138.048,138.95,137.92
2023-07-14,138.05,139.16,137.25,138.8,138.6,139.0,138.801,139.16,137.25
2023-07-17,138.8,139.41,138.0,138.71,138.69,138.73,138.71,139.41,138.0
2023-07-18,138.71,139.14,137.7,138.83,138.82,138.85,138.833,139.14,137.7
2023-07-19,138.83,139.99,138.77,139.65,139.58,139.71,139.649,139.99,138.77
2023-07-20,139.65,140.5,139.11,140.07,140.06,140.09,140.074,140.5,139.11
2023-07-21,140.07,141.96,139.75,141.73,141.59,141.88,141.73,141.96,139.75
2023-07-24,141.73,141.81,140.76,141.48,141.46,141.5,141.478,141.81,140.76
2023-07-25,141.48,141.73,140.86,140.9,140.87,140.93,140.902,141.73,140.86
2023-07-26,140.9,141.19,139.93,140.24,140.23,140.25,140.24,141.19,139.93
2023-07-27,140.24,141.32,138.77,139.48,139.36,139.6,139.478,141.32,138.77
2023-07-28,139.48,141.18,138.07,141.16,141.12,141.2,141.159,141.18,138.07
2023-07-31,140.99,142.68,140.7,142.29,142.26,142.32,142.288,142.68,140.7
2023-08-01,142.29,143.55,142.21,143.34,143.32,143.35,143.337,143.55,142.21
2023-08-02,143.34,143.47,142.24,143.32,143.31,143.34,143.324,143.47,142.24
2023-08-03,143.32,143.89,142.07,142.58,142.51,142.65,142.58,143.89,142.07
2023-08-04,142.58,142.88,141.55,141.76,141.63,141.89,141.761,142.88,141.55
2023-08-07,141.78,142.58,141.52,142.5,142.46,142.54,142.501,142.58,141.52
2023-08-08,142.5,143.49,142.41,143.38,143.36,143.4,143.381,143.49,142.41
2023-08-09,143.38,143.75,143.0,143.73,143.71,143.74,143.725,143.75,143.0
2023-08-10,143.73,144.82,143.3,144.75,144.72,144.78,144.747,144.82,143.3
2023-08-11,144.74,145.0,144.42,144.96,144.92,145.01,144.962,145.0,144.42
2023-08-14,144.75,145.58,144.66,145.56,145.54,145.57,145.556,145.58,144.66
2023-08-15,145.56,145.87,145.11,145.57,145.56,145.59,145.574,145.87,145.11
2023-08-16,145.57,146.41,145.31,146.35,146.33,146.36,146.347,146.41,145.31
2023-08-17,146.35,146.56,145.62,145.84,145.82,145.85,145.837,146.56,145.62
2023-08-18,145.84,145.88,144.93,145.39,145.35,145.43,145.389,145.88,144.93
2023-08-21,145.26,146.4,145.15,146.22,146.2,146.25,146.223,146.4,145.15
2023-08-22,146.22,146.4,145.5,145.89,145.87,145.9,145.888,146.4,145.5
2023-08-23,145.89,145.9,144.54,144.84,144.82,144.86,144.841,145.9,144.54
