date,daily_open,daily_high,daily_low,daily_close,total_volume,total_quote_volume,avg_vwap,avg_trade_size,avg_trade_count_change,avg_taker_buy_volume_ratio,daily_volume_change,avg_buy_sell_volume_imbalance,avg_relative_volume,avg_volume_volatility,count_volume_spikes,avg_price_to_volume_ratio,total_trades,avg_taker_buy_volume_change
2020-05-05,15177.0,15285.0,14905.0,15220.0,9279.89,140573654.52,1218.9275015556836,3.366210609567901,0.0,0.043310999102678965,0.0,6.046534722222223,0.24133689419634405,9.494530810058702,82,134.2942942618886,247,9.86864910777917e-18
2020-05-06,15220.0,15257.0,14915.0,15066.0,10468.22,157881558.77,861.358148376354,2.907647437169312,0.0,0.02907223223620188,0.0,7.157388888888889,0.2195922580306859,13.326155272670654,69,120.34212053442859,161,0.0
2020-05-07,15066.0,15438.0,14705.0,15150.0,25192.73,379705833.43,1655.9259127113964,4.757568286500023,0.0,0.06025449337532596,1.2089095157029481e-16,16.69667361111111,0.34636124232038507,31.741556637044752,110,188.02277677090837,448,7.894919286223336e-17
2020-05-08,15150.0,15195.0,14850.0,14850.0,13482.83,201855237.92,1010.4691284515214,3.5746803796897546,0.0,0.024305555555555556,0.0,9.363076388888889,0.2594789140470407,15.448804728946923,78,119.21973312455624,230,0.0
2020-05-09,14850.0,15075.0,14800.0,14874.0,8151.84,121501251.79,961.4502768322161,3.0946425610269364,0.0,0.021432088139780987,0.0,5.6333472222222225,0.2585696643819681,10.999219973927485,78,111.41955706399848,177,0.0
2020-05-10,14874.0,15286.0,14804.0,15117.0,22645.08,340644102.61,1553.6969068744,5.269041991518829,0.0,0.040771589029995205,0.0,14.039569444444444,0.3262909955644279,28.298638741797795,105,112.34855116375127,333,0.0
2020-05-11,15117.0,15330.0,14978.0,15127.0,12315.380000000001,186199498.15,995.2204133087511,3.229141055617404,0.0,0.029999083127456104,0.0,7.980305555555555,0.26314532392538464,16.740634934359967,80,63.86458173097581,248,0.0
2020-05-12,15127.0,15249.0,14952.0,15008.0,6251.41,94272756.41,605.5740256203197,1.1520048682336184,0.0,0.018593658935373163,0.0,4.098840277777778,0.17741240454393792,9.510197902479641,56,128.47499473891924,136,0.0
2020-05-13,15008.0,15135.0,14850.0,14850.0,6383.21,95701487.49000001,603.7982207357484,1.2838590773809524,0.0,0.014796885117466305,0.0,4.165048611111112,0.17464573744500156,9.007211420615606,52,89.99562039169564,141,0.0
2020-05-14,14850.0,15018.0,14416.0,14806.0,19492.43,288851215.98,1278.5000801085,2.2701916050606434,0.0,0.0471957911499086,0.0,7.090256944444444,0.30043151494455383,21.773740881973247,92,228.7359031750366,378,0.0
2020-05-15,14806.0,14913.0,14751.0,14900.0,3685.61,54859425.89,1146.6372992971635,2.032209490740741,0.0,0.04520208443329336,0.0,2.4337708333333334,0.29119090860392327,4.885095128871592,94,200.26293456329117,169,0.0
2020-05-16,14900.0,14950.0,14796.0,14900.0,3409.05,50758806.13,961.722613624741,1.7235296296296299,0.0,0.029738519158825114,0.0,2.157090277777778,0.26935345541907096,4.7633399343104355,85,180.5386581165779,140,0.0
2020-05-17,14900.0,14990.0,14711.0,14842.0,5408.18,80258769.39999999,854.3256111151854,1.4040280850787286,0.0,0.01790085748739772,0.0,3.3021805555555557,0.23950628056369538,6.696709226765384,73,114.40453988077823,184,0.0
2020-05-18,14842.0,14910.0,14627.0,14720.0,4740.7,70129726.44,706.7254547037602,1.1594452907046657,0.0,0.016655828436155543,0.0,3.1063750000000003,0.20250219505314765,7.077477703699085,61,436.9981157438646,158,0.0
2020-05-19,14720.0,14820.0,14601.0,14702.0,2977.3,43916119.089999996,890.9418687147523,1.0129690259971509,0.0,0.026159922288860965,0.0,1.8924583333333334,0.24301435853422404,4.076096828844073,76,270.1684639924098,176,0.0
2020-05-20,14702.0,14830.0,14553.0,14798.0,5235.37,76841100.02,804.5023398565968,1.353808167989418,0.0,0.025509049661672476,0.0,3.2124930555555555,0.22703394583482606,7.428277824236527,73,623.8422047352993,187,0.0
2020-05-21,14798.0,14899.0,14711.0,14847.0,4425.43,65519618.89,1335.800778052003,1.3683185072450699,0.0,0.05177608642320133,0.0,2.6860069444444443,0.32873656253224615,6.266592306084125,106,230.52132958177148,289,0.0
2020-05-22,14847.0,15249.0,14758.0,15009.0,10438.08,156555987.39,1129.729721279738,2.2712037975912973,0.0,0.04747226316123727,-1.1842378929335003e-16,6.746402777777778,0.30081514548573335,15.040356111285513,96,194.4398220272969,249,0.0
2020-05-23,15009.0,15120.0,14940.0,14984.0,2060.27,30927194.7,572.4526003173357,0.7539007220017636,0.0,0.013888888888888888,0.0,1.4307430555555556,0.16241237644837414,2.9942191723424503,50,111.37455347869601,92,0.0
2020-05-24,14984.0,15100.0,14896.0,14896.0,7560.93,113097275.53,934.8524531540319,1.7317996858465607,0.0,0.015497607876502095,8.635067969306773e-18,3.9181597222222218,0.21787238567706882,10.270383633212381,67,148.78041871115715,173,0.0
2020-05-25,14936.0,15098.0,14840.0,14911.0,5298.11,79242887.37,1017.6036695618267,1.6051491898148147,0.0,0.020684928710071493,0.0,3.507854166666667,0.24898923025875672,7.120261497683325,77,140.17773008601424,177,-4.934324553889585e-18
