date,open,high,low,close,snp500_close,snp500_volume,ihsg_close,t_daily_open,t_daily_high,t_daily_low,t_daily_close,t_total_volume,t_total_quote_volume,t_avg_vwap,t_avg_trade_size,t_avg_trade_count_change,t_avg_taker_buy_volume_ratio,t_daily_volume_change,t_avg_buy_sell_volume_imbalance,t_avg_relative_volume,t_avg_volume_volatility,t_count_volume_spikes,t_avg_price_to_volume_ratio,t_total_trades,t_avg_taker_buy_volume_change,next_close,gap_day,open_change,high_change,low_change,close_change,ma_close_5,ma_close_10,prev_open,prev_high,prev_low,prev_close,daily_range,gap_change,close_ma5_ratio,close_ma10_ratio,open_change_perc,high_change_perc,low_change_perc,close_change_perc,prev_daily_range,daily_range_change,open_prev_close_change,volatility,prev_volatility,volatility_change,snp500_change,snp500_change_perc,snp500_change_avg_5,snp500_change_avg_10,snp500_change_perc_avg_5,snp500_change_perc_avg_10,snp500_close_diff_4,snp500_close_diff_9,snp500_volume_change,snp500_volume_change_perc,snp500_volume_change_avg_5,snp500_volume_change_avg_10,snp500_volume_change_perc_avg_5,snp500_volume_change_perc_avg_10,snp500_volume_diff_4,snp500_volume_diff_9,ihsg_change,ihsg_change_perc,ihsg_avg_change_5,ihsg_avg_change_10,ihsg_avg_change_perc_5,ihsg_avg_change_perc_10,ihsg_close_diff_4,ihsg_close_diff_9,price_distance_ma5,price_distance_ma10,rsi
2020-05-12,14848.7001953125,14848.7001953125,15057.5,14773.0,2869.590087890625,5119630000,4552.38720703125,15127.0,15249.0,14952.0,15008.0,6251.41,94272756.41,605.5740256203197,1.1520048682336184,0.0,0.018593658935373163,0.0,4.098840277777778,0.17741240454393792,9.510197902479641,56,128.47499473891924,136,0.0,14777.0,1,127.3017578125,127.3017578125,77.5,-95.5,14907.680078125,14960.65908203125,14721.3984375,14721.3984375,14980.0,14868.5,-208.7998046875,-19.7998046875,0.9909657252222211,0.9874564963346674,0.008647395718074083,0.008647395718074083,0.005173564753004005,-0.006422974745266839,-258.6015625,49.8017578125,-19.7998046875,-1.4061823724706544,-1.7566372080607577,0.3504548355901034,-33.849853515625,-0.011796058837277109,14.347998046875,7.7830078125,0.0049565383159996396,0.0025984850118985696,6.0400390625,16.7001953125,299900000.0,0.05857845195844231,76740000.0,-26318000.0,0.014307628357371432,-0.013096300038263587,-20660000.0,-84300000.0,-45.04296875,-0.009894362386492578,-4.7681640625,5.63232421875,-0.0010598444751263214,0.001228425639835622,-53.099609375,77.494140625,-0.009034274777778812,-0.012543503665332596,40.684173114252125
2020-05-13,14994.0,14994.0,14997.7998046875,14777.0,2793.14990234375,6151650000,4519.97802734375,15008.0,15135.0,14850.0,14850.0,6383.21,95701487.49000001,603.7982207357484,1.2838590773809524,0.0,0.014796885117466305,0.0,4.165048611111112,0.17464573744500156,9.007211420615606,52,89.99562039169564,141,0.0,14824.2001953125,1,145.2998046875,145.2998046875,-59.7001953125,4.0,14865.1,14903.53310546875,14848.7001953125,14848.7001953125,15057.5,14773.0,-3.7998046875,221.0,0.9940733664758393,0.9915098584628688,0.009785355133870159,0.009785355133870159,-0.0039648145650008305,0.00027076423204494684,-208.7998046875,205.0,221.0,-0.0253421681172469,-1.4061823724706544,1.3808402043534074,-76.440185546875,-0.02736701867763472,-14.080029296875,-5.9739990234375,-0.0051055717491940026,-0.0022809522965677193,-54.5,-67.56005859375,1032020000.0,0.16776312046361544,202272000.0,94772000.0,0.03212728796754587,0.0071174141253439625,1259080000.0,460490000.0,-32.4091796875,-0.0071702073530976575,-17.1017578125,4.50849609375,-0.0037644916484164425,0.0009845089122268087,-77.77294921875,25.5078125,-0.005926633524160643,-0.008490141537131212,34.607092084574546
2020-05-14,14846.873046875,14846.873046875,14973.0,14824.2001953125,2766.639892578125,5651130000,4494.15380859375,14850.0,15018.0,14416.0,14806.0,19492.43,288851215.98,1278.5000801085,2.2701916050606434,0.0,0.0471957911499086,0.0,7.090256944444444,0.30043151494455383,21.773740881973247,92,228.7359031750366,378,0.0,14814.4423828125,1,-147.126953125,-147.126953125,-24.7998046875,47.2001953125,14824.6400390625,14856.044140625,14994.0,14994.0,14997.7998046875,14777.0,-126.126953125,69.873046875,0.9999703302239487,0.997856499010701,-0.009812388497065493,-0.009812388497065493,-0.0016535628565830652,0.003194166293056777,-3.7998046875,-122.3271484375,69.873046875,-0.8495186341715736,-0.0253421681172469,-0.8241764660543267,-26.510009765625,-0.009582023969487891,-16.202001953125,-9.4070068359375,-0.005905255946835108,-0.00351251579849243,-136.239990234375,-145.52001953125,-500520000.0,-0.088569896640141,151712000.0,-4003000.0,0.024539683939206792,-0.010300747602010477,775100000.0,-994510000.0,-25.82421875,-0.0057461804490577875,-20.71943359375,-0.031640625,-0.004577222351869138,-2.569213805395645e-05,-92.5849609375,-29.80126953125,-2.9669776051316467e-05,-0.002143500989298998,35.748131066691286
2020-05-15,14810.1201171875,14810.1201171875,15027.0,14814.4423828125,2816.780029296875,5507700000,4460.27294921875,14806.0,14913.0,14751.0,14900.0,3685.61,54859425.89,1146.6372992971635,2.032209490740741,0.0,0.04520208443329336,0.0,2.4337708333333334,0.29119090860392327,4.885095128871592,94,200.26293456329117,169,0.0,14799.2998046875,3,-36.7529296875,-36.7529296875,54.0,-9.7578125,14811.428515625,14819.4583984375,14846.873046875,14846.873046875,14973.0,14824.2001953125,-216.8798828125,-14.080078125,1.000203482546219,0.9996615250375459,-0.0024754660170840373,-0.0024754660170840373,0.0036064916850330597,-0.0006582353429823133,-126.126953125,-90.7529296875,-14.080078125,-1.464403266795964,-0.8495186341715736,-0.6148846326243905,50.14013671875,0.017800515552244236,-17.219970703125,-9.53798828125,-0.006150338217686955,-0.0034991924698992176,-86.659912109375,-75.68994140625,-143430000.0,-0.02604172340541424,126334000.0,-113794000.0,0.020009760022557298,-0.027267419265416214,687970000.0,-1037280000.0,-33.880859375,-0.0075961403619781796,-25.2931640625,-6.368212890625,-0.005616274526548436,-0.0014370558661048224,-137.1572265625,-107.05029296875,0.00020348254621894556,-0.00033847496245404155,34.63277219049024
2020-05-18,14853.0,14853.0,14912.5,14799.2998046875,2913.860107421875,6373670000,4487.17919921875,14842.0,14910.0,14627.0,14720.0,4740.7,70129726.44,706.7254547037602,1.1594452907046657,0.0,0.016655828436155543,0.0,3.1063750000000003,0.20250219505314765,7.077477703699085,61,436.9981157438646,158,0.0,14749.2998046875,1,42.8798828125,42.8798828125,-114.5,-15.142578125,14797.5884765625,14859.48837890625,14810.1201171875,14810.1201171875,15027.0,14814.4423828125,-59.5,38.5576171875,1.0001156491226737,0.9959494854274936,0.0028953095905506444,0.0028953095905506444,-0.007619618020895721,-0.0010221497194230003,-216.8798828125,157.3798828125,38.5576171875,-0.4005924729010974,-1.464403266795964,1.0638107938948667,97.080078125,0.0333166571304257,2.084033203125,2.139013671875,0.00047441423965404394,0.000513204300187433,44.27001953125,116.010009765625,865970000.0,0.13586677691188906,310788000.0,-17131000.0,0.04951934585767832,-0.012142768960101672,1254040000.0,1637740000.0,26.90625,0.005996250384804015,-22.0501953125,-8.014404296875,-0.004882128033164438,-0.0017869621343188208,-65.2080078125,-89.048828125,0.00011564912267366336,-0.004050514572506425,34.68458981704214
2020-05-19,14878.0,14878.0,14885.5,14749.2998046875,2922.35009765625,4984330000,4511.05810546875,14720.0,14820.0,14601.0,14702.0,2977.3,43916119.089999996,890.9418687147523,1.0129690259971509,0.0,0.026159922288860965,0.0,1.8924583333333334,0.24301435853422404,4.076096828844073,76,270.1684639924098,176,0.0,14682.0,1,25.0,25.0,-27.0,-50.0,14792.8484375,14850.2642578125,14853.0,14853.0,14912.5,14799.2998046875,-7.5,78.7001953125,0.9970561022783073,0.9932011679137707,0.0016831616508449472,0.0016831616508449472,-0.0018105616093880973,-0.0033785382186907994,-59.5,52.0,78.7001953125,-0.05041000134426671,-0.4005924729010974,0.3501824715568307,8.489990234375,0.0029051927218385113,10.552001953125,12.45,0.0034146645514771673,0.004185601433738402,129.2001953125,58.800048828125,-1389340000.0,-0.27874157609949585,-27060000.0,24840000.0,-0.017944659753909315,-0.0018185156982689465,-1167320000.0,-155960000.0,23.87890625,0.0052934157999542574,-8.2658203125,-6.5169921875,-0.0018445723958750704,-0.0014522084355006958,-8.919921875,-94.4287109375,-0.002943897721692636,-0.006798832086229291,34.69198273060674
2020-05-20,14748.447265625,14748.447265625,14855.5,14682.0,2953.6298828125,5005380000,4521.47021484375,14702.0,14830.0,14553.0,14798.0,5235.37,76841100.02,804.5023398565968,1.353808167989418,0.0,0.025509049661672476,0.0,3.2124930555555555,0.22703394583482606,7.428277824236527,73,623.8422047352993,187,0.0,14496.7001953125,6,-129.552734375,-129.552734375,-30.0,-67.2998046875,14773.8484375,14819.47421875,14878.0,14878.0,14885.5,14749.2998046875,-107.052734375,-0.8525390625,0.9937830391391546,0.9907234078132094,-0.008707671351996236,-0.008707671351996236,-0.002015384098619462,-0.0045629152284307984,-7.5,-99.552734375,-0.8525390625,-0.725857661128257,-0.05041000134426671,-0.6754476597839902,31.27978515625,0.010590285986159112,32.09599609375,9.0079833984375,0.011006125484235935,0.002950276867520964,186.989990234375,105.97998046875,21050000.0,0.0042054749089979184,-229254000.0,-13491000.0,-0.05065618886483282,-0.009264450448643474,-645750000.0,112810000.0,10.412109375,0.0023028149872175627,0.2984375,-8.40166015625,5.0032072187973594e-05,-0.0018572297881142344,27.31640625,-76.28076171875,-0.006216960860845485,-0.00927659218679051,34.37343895131161
2020-05-26,14501.7578125,14501.7578125,15008.5,14496.7001953125,2988.169921875,5848500000,4541.833984375,14911.0,15013.0,14873.0,14906.0,5924.1900000000005,88640276.02,851.0885126062414,1.8291613425925928,0.0006944444444444445,0.029219663826554287,0.005381944444444444,4.090923611111111,0.22167983144024697,7.950429902882365,69,124.80704977693274,141,0.0,14680.0,1,-246.689453125,-246.689453125,153.0,-185.2998046875,14708.3484375,14766.49423828125,14748.447265625,14748.447265625,14855.5,14682.0,-506.7421875,-180.2421875,0.9856103325885395,0.9817293097051212,-0.016726469484009507,-0.016726469484009507,0.010299215778667834,-0.012620883032795259,-107.052734375,-399.689453125,-180.2421875,-3.4943500922571347,-0.725857661128257,-2.7684924311288777,34.5400390625,0.011558927358731666,44.306005859375,14.052001953125,0.015234315749879846,0.004664529901522367,171.389892578125,85.2900390625,843120000.0,0.14416004103616312,39474000.0,95593000.0,-0.004110201329571994,0.010214741304817398,340800000.0,972470000.0,20.36376953125,0.004483600589829188,9.53603515625,-5.59169921875,0.0020959882799653686,-0.0012406170359518845,81.56103515625,-44.90478515625,-0.014389667411460569,-0.018270690294878846,33.25331677180304
2020-05-27,14850.0,14850.0,14842.5,14680.0,2969.75,6398000000,4597.3720703125,14906.0,15020.0,14840.0,14850.0,29388.68,439357184.84,1006.0821391107108,6.1110833994709,0.0006944444444444445,0.025335868853908834,0.0026388888888889683,18.42298611111111,0.2555051871647957,33.581198847938744,79,141.36357458396583,224,0.0,14633.3505859375,1,348.2421875,348.2421875,-166.0,183.2998046875,14681.4599609375,14746.44423828125,14501.7578125,14501.7578125,15008.5,14496.7001953125,7.5,353.2998046875,0.9999005575098536,0.995494219677123,0.024013791431534433,0.024013791431534433,-0.011060399107172603,0.01264424332557901,-506.7421875,514.2421875,353.2998046875,0.050505050505050504,-3.4943500922571347,3.5448551427621853,-18.419921875,-0.006202515994612341,30.593994140625,6.68701171875,0.01043370944050853,0.0021416856114107852,55.889892578125,66.31005859375,549500000.0,0.08588621444201312,178060000.0,152197000.0,0.018275386239913476,0.01914257313123539,24330000.0,1578270000.0,55.5380859375,0.012080398342378427,27.41982421875,1.063330078125,0.00603129602083669,0.0002075107471441271,110.19287109375,-0.05810546875,-9.944249014638001e-05,-0.0045057803228769865,59.73665973665973
2020-05-28,14888.5,14888.5,14815.2998046875,14633.3505859375,3023.39990234375,5447020000,4638.80810546875,14850.0,14924.0,14600.0,14723.0,24440.120000000003,362449637.03000003,772.504064979669,6.076996596551261,-0.001388888888888889,0.020164757283862147,-0.00802083333333354,16.15480555555556,0.21392309513795993,32.9199955233196,65,50.02132086201852,239,0.0,14507.0,1,38.5,38.5,-27.2001953125,-46.6494140625,14648.2701171875,14722.929296875,14850.0,14850.0,14842.5,14680.0,73.2001953125,208.5,0.9989814816950642,0.9939157005286636,0.0025925925925925925,0.0025925925925925925,-0.001832588533771265,-0.0031777530015326978,7.5,65.7001953125,208.5,0.4916559446048964,0.050505050505050504,0.4411508940998459,53.64990234375,0.01774489120746495,21.907958984375,11.99599609375,0.00731935625591638,0.0038968852477852104,101.0498046875,153.809814453125,-950980000.0,-0.1745872054811622,-185330000.0,62729000.0,-0.04381541023869677,0.0028519678094907743,462690000.0,327390000.0,41.43603515625,0.008932474509432829,30.32578125,4.13779296875,0.006618540845762452,0.0008682064062990075,127.75,86.4208984375,-0.0010185183049358064,-0.006084299471336392,40.058792862412204
